Strain,Stress (MPa)
0.000580689,96.9767524
0.000580966,97.05879317
0.000581242,97.14083394
0.000581519,97.22287471
0.000581795,97.30491548
0.000582071,97.38695624
0.000582348,97.46899701
0.000582624,97.55103778
0.000582901,97.63307855
0.000583177,97.71511932
0.000583454,97.79716009
0.00058373,97.87920085
0.000584006,97.96124162
0.000584283,98.04328239
0.000584559,98.12532316
0.000584836,98.20736393
0.000585112,98.2894047
0.000585389,98.37144546
0.000585665,98.45348623
0.000585941,98.535527
0.000586218,98.61756777
0.000586494,98.69960854
0.000586771,98.78164931
0.000587047,98.86369007
0.000587324,98.94573084
0.0005876,99.02777161
0.000588421,99.1302543
0.000589242,99.23273699
0.000590063,99.33521968
0.000590883,99.43770237
0.000591704,99.54018506
0.000592525,99.64266775
0.000593346,99.74515044
0.000594167,99.84763313
0.000594988,99.95011582
0.000595808,100.0525985
0.000596629,100.1550812
0.00059745,100.2575639
0.000598271,100.3600466
0.000599092,100.4625293
0.000599913,100.565012
0.000600733,100.6674947
0.000601554,100.7699773
0.000602375,100.87246
0.000603196,100.9749427
0.000604017,101.0774254
0.000604838,101.1799081
0.000605658,101.2823908
0.000606479,101.3848735
0.0006073,101.4873562
0.000608121,101.5898389
0.000608942,101.6923216
0.000609763,101.7948042
0.000610583,101.8972869
0.000611404,101.9997696
0.000612225,102.1022523
0.000613046,102.204735
0.000613867,102.3072177
0.000614688,102.4097004
0.000615508,102.5121831
0.000616329,102.6146658
0.00061715,102.7171485
0.000617971,102.8196311
0.000618792,102.9221138
0.000619613,103.0245965
0.000620433,103.1270792
0.000621254,103.2295619
0.000622075,103.3320446
0.000622624,103.4345663
0.000623173,103.537088
0.000623723,103.6396097
0.000624272,103.7421314
0.000624821,103.8446531
0.00062537,103.9471748
0.00062592,104.0496965
0.000626469,104.1522182
0.000627018,104.2547399
0.000627567,104.3572616
0.000628117,104.4597833
0.000628666,104.562305
0.000629215,104.6648267
0.000629764,104.7673484
0.000630314,104.8698701
0.000630863,104.9723918
0.000631412,105.0749135
0.000631961,105.1774352
0.000632511,105.2799569
0.00063306,105.3824786
0.000633609,105.4850004
0.000634158,105.5875221
0.000634707,105.6900438
0.000635257,105.7925655
0.000635806,105.8950872
0.000636355,105.9976089
0.000636904,106.1001306
0.000637454,106.2026523
0.000638003,106.305174
0.000638552,106.4076957
0.000639101,106.5102174
0.000639651,106.6127391
0.0006402,106.7152608
0.000640749,106.8177825
0.000641298,106.9203042
0.000641848,107.0228259
0.000642397,107.1253476
0.000642946,107.2278693
0.000643495,107.330391
0.000644045,107.4329127
0.000644594,107.5354344
0.000645143,107.6379561
0.000645692,107.7404778
0.000646241,107.8429995
0.000646791,107.9455212
0.00064734,108.0480429
0.000647889,108.1505646
0.000648438,108.2530863
0.000648988,108.355608
0.000649537,108.4581297
0.000650086,108.5606514
0.000650635,108.6631731
0.000651185,108.7656948
0.000651734,108.8682165
0.000652283,108.9707382
0.000652832,109.0732599
0.000653382,109.1757816
0.000653931,109.2783033
0.00065448,109.380825
0.000655029,109.4833467
0.000655579,109.5858684
0.000656128,109.6883901
0.000656677,109.7909119
0.000657226,109.8934336
0.000657775,109.9959553
0.000658325,110.098477
0.000658874,110.2009987
0.000659423,110.3035204
0.000659972,110.4060421
0.000660522,110.5085638
0.000661071,110.6110855
0.00066162,110.7136072
0.000662169,110.8161289
0.000662719,110.9186506
0.000663268,111.0211723
0.000663817,111.123694
0.000664366,111.2262157
0.000664916,111.3287374
0.000665465,111.4312591
0.000666014,111.5337808
0.000666563,111.6363025
0.000667113,111.7388242
0.000667662,111.8413459
0.000668211,111.9438676
0.000669302,112.0155314
0.000670392,112.0871951
0.000671483,112.1588589
0.000672573,112.2305226
0.000673664,112.3021864
0.000674755,112.3738502
0.000675845,112.4455139
0.000676936,112.5171777
0.000678027,112.5888415
0.000679117,112.6605052
0.000680208,112.732169
0.000681298,112.8038327
0.000682389,112.8754965
0.00068348,112.9471603
0.00068457,113.018824
0.000685661,113.0904878
0.000686752,113.1621516
0.000687842,113.2338153
0.000688933,113.3054791
0.000690023,113.3771428
0.000691114,113.4488066
0.000692205,113.5204704
0.000693295,113.5921341
0.000694386,113.6637979
0.000695476,113.7354616
0.000696567,113.8071254
0.000697658,113.8787892
0.000698748,113.9504529
0.000699839,114.0221167
0.00070093,114.0937805
0.00070202,114.1654442
0.000703111,114.237108
0.000704201,114.3087717
0.000705292,114.3804355
0.000706383,114.4520993
0.000707473,114.523763
0.000708564,114.5954268
0.000709655,114.6670906
0.000710745,114.7387543
0.000711836,114.8104181
0.000712926,114.8820818
0.000714017,114.9537456
0.000715379,115.0253704
0.000716741,115.0969951
0.000718104,115.1686199
0.000719466,115.2402446
0.000720828,115.3118694
0.00072219,115.3834941
0.000723552,115.4551189
0.000724915,115.5267436
0.000726277,115.5983684
0.000727639,115.6699931
0.000729001,115.7416179
0.000730363,115.8132426
0.000731725,115.8848674
0.000733088,115.9564921
0.00073445,116.0281169
0.000735812,116.0997416
0.000737174,116.1713664
0.000738536,116.2429911
0.000739899,116.3146159
0.000741261,116.3862406
0.000742623,116.4578654
0.000743985,116.5294901
0.000745347,116.6011149
0.00074671,116.6727396
0.000748072,116.7443644
0.000749434,116.8159891
0.000750796,116.8876139
0.000752158,116.9592386
0.000753521,117.0308634
0.000754883,117.1024881
0.000756245,117.1741129
0.000757607,117.2457376
0.000758969,117.3173624
0.000760331,117.3889871
0.000761694,117.4606119
0.000763056,117.5322366
0.000764418,117.6038614
0.00076578,117.6754861
0.000767142,117.7471109
0.000768505,117.8187356
0.000769867,117.8903604
0.000771229,117.9619851
0.000772047,118.0234279
0.000772866,118.0848707
0.000773684,118.1463135
0.000774503,118.2077563
0.000775321,118.2691991
0.000776139,118.3306419
0.000776958,118.3920847
0.000777776,118.4535275
0.000778595,118.5149703
0.000779413,118.5764131
0.000780231,118.6378559
0.00078105,118.6992987
0.000781868,118.7607415
0.000782687,118.8221843
0.000783505,118.8836271
0.000784323,118.9450699
0.000785142,119.0065127
0.00078596,119.0679555
0.000786779,119.1293983
0.000787597,119.1908411
0.000788416,119.2522839
0.000789234,119.3137267
0.000790052,119.3751695
0.000790871,119.4366123
0.000791689,119.4980551
0.000792508,119.5594979
0.000793326,119.6209407
0.000794144,119.6823835
0.000794963,119.7438263
0.000795781,119.8052691
0.0007966,119.8667119
0.000797418,119.9281547
0.000798236,119.9895975
0.000799055,120.0510403
0.000799873,120.1124831
0.000800692,120.1739259
0.00080151,120.2353687
0.000802328,120.2968115
0.000803147,120.3582543
0.000803965,120.4196971
0.000804784,120.4811399
0.000805602,120.5425827
0.000807235,120.6039085
0.000808868,120.6652342
0.000810502,120.72656
0.000812135,120.7878858
0.000813768,120.8492115
0.000815401,120.9105373
0.000817034,120.9718631
0.000818667,121.0331888
0.000820301,121.0945146
0.000821934,121.1558404
0.000823567,121.2171661
0.0008252,121.2784919
0.000826833,121.3398177
0.000828466,121.4011434
0.0008301,121.4624692
0.000831733,121.523795
0.000833366,121.5851207
0.000834999,121.6464465
0.000836632,121.7077723
0.000838265,121.769098
0.000839899,121.8304238
0.000841532,121.8917496
0.000843165,121.9530753
0.000844798,122.0144011
0.000846431,122.0757269
0.000848064,122.1370526
0.000849698,122.1983784
0.000851331,122.2597042
0.000852964,122.3210299
0.000854597,122.3823557
0.00085623,122.4436815
0.000857863,122.5050072
0.000859497,122.566333
0.00086113,122.6276588
0.000862763,122.6889845
0.000864396,122.7503103
0.000866029,122.8116361
0.000867662,122.8729618
0.000869296,122.9342876
0.000870929,122.9956134
0.000872562,123.0569391
0.000874195,123.1182649
0.000875283,123.1488888
0.000876371,123.1795126
0.00087746,123.2101365
0.000878548,123.2407604
0.000879636,123.2713843
0.000880724,123.3020081
0.000881812,123.332632
0.0008829,123.3632559
0.000883989,123.3938798
0.000885077,123.4245036
0.000886165,123.4551275
0.000887253,123.4857514
0.000888341,123.5163753
0.000889429,123.5469991
0.000890518,123.577623
0.000891606,123.6082469
0.000892694,123.6388708
0.000893782,123.6694946
0.00089487,123.7001185
0.000895958,123.7307424
0.000897047,123.7613663
0.000898135,123.7919901
0.000899223,123.822614
0.000900311,123.8532379
0.000901399,123.8838617
0.000902487,123.9144856
0.000903576,123.9451095
0.000904664,123.9757334
0.000905752,124.0063572
0.00090684,124.0369811
0.000907928,124.067605
0.000909016,124.0982289
0.000910105,124.1288527
0.000911193,124.1594766
0.000912281,124.1901005
0.000913369,124.2207244
0.000914457,124.2513482
0.000915545,124.2819721
0.000916634,124.312596
0.000917722,124.3432199
0.00091881,124.3738437
0.000919898,124.4044676
0.000920987,124.4556114
0.000922077,124.5067552
0.000923166,124.5578991
0.000924256,124.6090429
0.000925345,124.6601867
0.000926434,124.7113305
0.000927524,124.7624743
0.000928613,124.8136181
0.000929702,124.864762
0.000930792,124.9159058
0.000931881,124.9670496
0.000932971,125.0181934
0.00093406,125.0693372
0.000935149,125.120481
0.000936239,125.1716249
0.000937328,125.2227687
0.000938417,125.2739125
0.000939507,125.3250563
0.000940596,125.3762001
0.000941686,125.4273439
0.000942775,125.4784878
0.000943864,125.5296316
0.000944954,125.5807754
0.000946043,125.6319192
0.000947133,125.683063
0.000948222,125.7342068
0.000949311,125.7853507
0.000950401,125.8364945
0.00095149,125.8876383
0.000952579,125.9387821
0.000953669,125.9899259
0.000954758,126.0410697
0.000955848,126.0922136
0.000956937,126.1433574
0.000958026,126.1945012
0.000959116,126.245645
0.000960205,126.2967888
0.000961294,126.3479326
0.000962384,126.3990765
0.000963473,126.4502203
0.000964563,126.5013641
0.000965652,126.5525079
0.000967283,126.5830537
0.000968915,126.6135996
0.000970546,126.6441455
0.000972177,126.6746913
0.000973809,126.7052372
0.00097544,126.735783
0.000977072,126.7663289
0.000978703,126.7968747
0.000980334,126.8274206
0.000981966,126.8579664
0.000983597,126.8885122
0.000985228,126.9190581
0.00098686,126.949604
0.000988491,126.9801498
0.000990122,127.0106957
0.000991754,127.0412415
0.000993385,127.0717874
0.000995016,127.1023332
0.000996648,127.1328791
0.000998279,127.1634249
0.00099991,127.1939708
0.001001542,127.2245166
0.001003173,127.2550625
0.001004805,127.2856083
0.001006436,127.3161542
0.001008067,127.3467
0.001009699,127.3772459
0.00101133,127.4077917
0.001012961,127.4383376
0.001014593,127.4688834
0.001016224,127.4994293
0.001017855,127.5299751
0.001019487,127.560521
0.001021118,127.5910668
0.00102275,127.6216127
0.001024381,127.6521585
0.001026012,127.6827044
0.001027644,127.7132502
0.001029275,127.7437961
0.001030906,127.7743419
0.001032538,127.8048878
0.001034169,127.8354336
0.001035529,127.8762784
0.00103689,127.9171233
0.00103825,127.9579681
0.001039611,127.9988129
0.001040971,128.0396578
0.001042331,128.0805026
0.001043692,128.1213474
0.001045052,128.1621923
0.001046412,128.2030371
0.001047773,128.2438819
0.001049133,128.2847268
0.001050494,128.3255716
0.001051854,128.3664164
0.001053214,128.4072613
0.001054575,128.4481061
0.001055935,128.4889509
0.001057295,128.5297958
0.001058656,128.5706406
0.001060016,128.6114854
0.001061377,128.6523303
0.001062737,128.6931751
0.001064097,128.7340199
0.001065458,128.7748648
0.001066818,128.8157096
0.001068179,128.8565544
0.001069539,128.8973993
0.001070899,128.9382441
0.00107226,128.9790889
0.00107362,129.0199338
0.00107498,129.0607786
0.001076341,129.1016234
0.001077701,129.1424683
0.001079062,129.1833131
0.001080422,129.2241579
0.001081782,129.2650028
0.001083143,129.3058476
0.001084503,129.3466924
0.001085863,129.3875373
0.001087224,129.4283821
0.001088584,129.4692269
0.001089945,129.5100718
0.001091305,129.5509166
0.001092937,129.5917224
0.001094569,129.6325282
0.001096201,129.6733341
0.001097833,129.7141399
0.001099465,129.7549457
0.001101097,129.7957515
0.001102729,129.8365574
0.001104361,129.8773632
0.001105993,129.918169
0.001107625,129.9589748
0.001109256,129.9997806
0.001110888,130.0405865
0.00111252,130.0813923
0.001114152,130.1221981
0.001115784,130.1630039
0.001117416,130.2038097
0.001119048,130.2446156
0.00112068,130.2854214
0.001122312,130.3262272
0.001123944,130.367033
0.001125576,130.4078389
0.001127208,130.4486447
0.00112884,130.4894505
0.001130472,130.5302563
0.001132104,130.5710621
0.001133736,130.611868
0.001135368,130.6526738
0.001137,130.6934796
0.001138632,130.7342854
0.001140264,130.7750912
0.001141896,130.8158971
0.001143527,130.8567029
0.001145159,130.8975087
0.001146791,130.9383145
0.001148423,130.9791204
0.001150055,131.0199262
0.001151687,131.060732
0.001153319,131.1015378
0.001154951,131.1423436
0.001156583,131.1831495
0.001158215,131.2239553
0.001159847,131.2647611
0.001161751,131.3055279
0.001163654,131.3462947
0.001165558,131.3870615
0.001167461,131.4278283
0.001169365,131.4685951
0.001171268,131.509362
0.001173172,131.5501288
0.001175075,131.5908956
0.001176979,131.6316624
0.001178882,131.6724292
0.001180786,131.713196
0.00118269,131.7539628
0.001184593,131.7947296
0.001186497,131.8354964
0.0011884,131.8762632
0.001190304,131.9170301
0.001192207,131.9577969
0.001194111,131.9985637
0.001196014,132.0393305
0.001197918,132.0800973
0.001199822,132.1208641
0.001201725,132.1616309
0.001203629,132.2023977
0.001205532,132.2431645
0.001207436,132.2839313
0.001209339,132.3246981
0.001211243,132.365465
0.001213146,132.4062318
0.00121505,132.4469986
0.001216953,132.4877654
0.001218857,132.5285322
0.001220761,132.569299
0.001222664,132.6100658
0.001224568,132.6508326
0.001226471,132.6915994
0.001228375,132.7323662
0.001230278,132.7731331
0.001232182,132.8138999
0.001234085,132.8546667
0.001235989,132.8954335
0.001237892,132.9362003
0.001239796,132.9769671
0.0012417,133.0279939
0.001243604,133.0790207
0.001245509,133.1300475
0.001247413,133.1810742
0.001249317,133.232101
0.001251221,133.2831278
0.001253125,133.3341546
0.001255029,133.3851814
0.001256934,133.4362082
0.001258838,133.4872349
0.001260742,133.5382617
0.001262646,133.5892885
0.00126455,133.6403153
0.001266454,133.6913421
0.001268359,133.7423689
0.001270263,133.7933956
0.001272167,133.8444224
0.001274071,133.8954492
0.001275975,133.946476
0.001277879,133.9975028
0.001279784,134.0485296
0.001281688,134.0995563
0.001283592,134.1505831
0.001285496,134.2016099
0.0012874,134.2526367
0.001289304,134.3036635
0.001291209,134.3546903
0.001293113,134.405717
0.001295017,134.4567438
0.001296921,134.5077706
0.001298825,134.5587974
0.001300729,134.6098242
0.001302634,134.660851
0.001304538,134.7118777
0.001306442,134.7629045
0.001308346,134.8139313
0.00131025,134.8649581
0.001312154,134.9159849
0.001314059,134.9670117
0.001315963,135.0180384
0.001317867,135.0690652
0.001319771,135.120092
0.001321131,135.1609368
0.001322492,135.2017817
0.001323852,135.2426265
0.001325212,135.2834713
0.001326573,135.3243162
0.001327933,135.365161
0.001329294,135.4060058
0.001330654,135.4468507
0.001332014,135.4876955
0.001333375,135.5285403
0.001334735,135.5693852
0.001336095,135.61023
0.001337456,135.6510748
0.001338816,135.6919197
0.001340176,135.7327645
0.001341537,135.7736093
0.001342897,135.8144542
0.001344257,135.855299
0.001345618,135.8961438
0.001346978,135.9369887
0.001348338,135.9778335
0.001349699,136.0186783
0.001351059,136.0595232
0.00135242,136.100368
0.00135378,136.1412128
0.00135514,136.1820577
0.001356501,136.2229025
0.001357861,136.2637473
0.001359221,136.3045922
0.001360582,136.345437
0.001361942,136.3862818
0.001363302,136.4271267
0.001364663,136.4679715
0.001366023,136.5088163
0.001367384,136.5496612
0.001368744,136.590506
0.001370104,136.6313508
0.001371465,136.6721957
0.001372825,136.7130405
0.001374185,136.7538853
0.001375546,136.7947302
0.001376906,136.835575
0.001378537,136.8558609
0.001380168,136.8761468
0.001381798,136.8964326
0.001383429,136.9167185
0.00138506,136.9370044
0.001386691,136.9572903
0.001388321,136.9775762
0.001389952,136.997862
0.001391583,137.0181479
0.001393214,137.0384338
0.001394844,137.0587197
0.001396475,137.0790055
0.001398106,137.0992914
0.001399737,137.1195773
0.001401367,137.1398632
0.001402998,137.1601491
0.001404629,137.1804349
0.00140626,137.2007208
0.00140789,137.2210067
0.001409521,137.2412926
0.001411152,137.2615785
0.001412783,137.2818643
0.001414414,137.3021502
0.001416044,137.3224361
0.001417675,137.342722
0.001419306,137.3630078
0.001420937,137.3832937
0.001422567,137.4035796
0.001424198,137.4238655
0.001425829,137.4441514
0.00142746,137.4644372
0.00142909,137.4847231
0.001430721,137.505009
0.001432352,137.5252949
0.001433983,137.5455808
0.001435613,137.5658666
0.001437244,137.5861525
0.001438875,137.6064384
0.001440506,137.6267243
0.001442136,137.6470101
0.001443767,137.667296
0.001445398,137.6875819
0.001447573,137.7283097
0.001449748,137.7690375
0.001451923,137.8097653
0.001454099,137.8504931
0.001456274,137.8912209
0.001458449,137.9319487
0.001460624,137.9726765
0.001462799,138.0134043
0.001464974,138.0541321
0.001467149,138.0948599
0.001469325,138.1355877
0.0014715,138.1763155
0.001473675,138.2170433
0.00147585,138.2577711
0.001478025,138.2984989
0.0014802,138.3392267
0.001482375,138.3799545
0.001484551,138.4206823
0.001486726,138.4614101
0.001488901,138.5021379
0.001491076,138.5428657
0.001493251,138.5835934
0.001495426,138.6243212
0.001497601,138.665049
0.001499777,138.7057768
0.001501952,138.7465046
0.001504127,138.7872324
0.001506302,138.8279602
0.001508477,138.868688
0.001510652,138.9094158
0.001512827,138.9501436
0.001515003,138.9908714
0.001517178,139.0315992
0.001519353,139.072327
0.001521528,139.1130548
0.001523703,139.1537826
0.001525878,139.1945104
0.001528053,139.2352382
0.001530229,139.275966
0.001532404,139.3166938
0.001534579,139.3574216
0.001536754,139.3981494
0.001538657,139.4286562
0.00154056,139.4591631
0.001542463,139.4896699
0.001544366,139.5201768
0.001546269,139.5506836
0.001548172,139.5811904
0.001550075,139.6116973
0.001551977,139.6422041
0.00155388,139.6727109
0.001555783,139.7032178
0.001557686,139.7337246
0.001559589,139.7642315
0.001561492,139.7947383
0.001563395,139.8252451
0.001565298,139.855752
0.001567201,139.8862588
0.001569104,139.9167656
0.001571007,139.9472725
0.00157291,139.9777793
0.001574813,140.0082862
0.001576716,140.038793
0.001578618,140.0692998
0.001580521,140.0998067
0.001582424,140.1303135
0.001584327,140.1608204
0.00158623,140.1913272
0.001588133,140.221834
0.001590036,140.2523409
0.001591939,140.2828477
0.001593842,140.3133545
0.001595745,140.3438614
0.001597648,140.3743682
0.001599551,140.4048751
0.001601454,140.4353819
0.001603357,140.4658887
0.001605259,140.4963956
0.001607162,140.5269024
0.001609065,140.5574092
0.001610968,140.5879161
0.001612871,140.6184229
0.001614774,140.6489298
0.001616677,140.6794366
0.001619124,140.7201254
0.00162157,140.7608142
0.001624017,140.801503
0.001626464,140.8421918
0.001628911,140.8828805
0.001631357,140.9235693
0.001633804,140.9642581
0.001636251,141.0049469
0.001638698,141.0456357
0.001641144,141.0863245
0.001643591,141.1270133
0.001646038,141.1677021
0.001648485,141.2083908
0.001650931,141.2490796
0.001653378,141.2897684
0.001655825,141.3304572
0.001658272,141.371146
0.001660718,141.4118348
0.001663165,141.4525236
0.001665612,141.4932124
0.001668059,141.5339012
0.001670505,141.5745899
0.001672952,141.6152787
0.001675399,141.6559675
0.001677845,141.6966563
0.001680292,141.7373451
0.001682739,141.7780339
0.001685186,141.8187227
0.001687632,141.8594115
0.001690079,141.9001002
0.001692526,141.940789
0.001694973,141.9814778
0.001697419,142.0221666
0.001699866,142.0628554
0.001702313,142.1035442
0.00170476,142.144233
0.001707206,142.1849218
0.001709653,142.2256105
0.0017121,142.2662993
0.001714547,142.3069881
0.001716993,142.3476769
0.00171944,142.3883657
0.001721615,142.4188335
0.001723789,142.4493014
0.001725964,142.4797692
0.001728138,142.510237
0.001730313,142.5407048
0.001732487,142.5711727
0.001734662,142.6016405
0.001736836,142.6321083
0.001739011,142.6625762
0.001741185,142.693044
0.00174336,142.7235118
0.001745534,142.7539796
0.001747709,142.7844475
0.001749883,142.8149153
0.001752058,142.8453831
0.001754232,142.875851
0.001756407,142.9063188
0.001758581,142.9367866
0.001760756,142.9672544
0.00176293,142.9977223
0.001765105,143.0281901
0.00176728,143.0586579
0.001769454,143.0891258
0.001771629,143.1195936
0.001773803,143.1500614
0.001775978,143.1805292
0.001778152,143.2109971
0.001780327,143.2414649
0.001782501,143.2719327
0.001784676,143.3024006
0.00178685,143.3328684
0.001789025,143.3633362
0.001791199,143.393804
0.001793374,143.4242719
0.001795548,143.4547397
0.001797723,143.4852075
0.001799897,143.5156754
0.001802072,143.5461432
0.001804246,143.576611
0.001806421,143.6070788
0.001808595,143.6375467
0.00181077,143.6680145
0.001814032,143.7085863
0.001817293,143.749158
0.001820555,143.7897298
0.001823816,143.8303015
0.001827078,143.8708733
0.001830339,143.911445
0.001833601,143.9520168
0.001836862,143.9925885
0.001840123,144.0331603
0.001843385,144.073732
0.001846647,144.1143038
0.001849908,144.1548755
0.00185317,144.1954473
0.001856431,144.236019
0.001859693,144.2765908
0.001862954,144.3171625
0.001866216,144.3577343
0.001869477,144.398306
0.001872739,144.4388778
0.001876,144.4794495
0.001879261,144.5200213
0.001882523,144.5605931
0.001885785,144.6011648
0.001889046,144.6417366
0.001892308,144.6823083
0.001895569,144.7228801
0.001898831,144.7634518
0.001902092,144.8040236
0.001905354,144.8445953
0.001908615,144.8851671
0.001911877,144.9257388
0.001915138,144.9663106
0.0019184,145.0068823
0.001921661,145.0474541
0.001924923,145.0880258
0.001928184,145.1285976
0.001931446,145.1691693
0.001934707,145.2097411
0.001937969,145.2503128
0.00194123,145.2908846
0.001944492,145.3314563
0.001947753,145.3720281
0.001950199,145.4024569
0.001952645,145.4328857
0.001955091,145.4633146
0.001957537,145.4937434
0.001959984,145.5241722
0.00196243,145.554601
0.001964876,145.5850298
0.001967322,145.6154586
0.001969768,145.6458875
0.001972214,145.6763163
0.00197466,145.7067451
0.001977106,145.7371739
0.001979553,145.7676027
0.001981999,145.7980315
0.001984445,145.8284604
0.001986891,145.8588892
0.001989337,145.889318
0.001991783,145.9197468
0.001994229,145.9501756
0.001996675,145.9806044
0.001999122,146.0110333
0.002001568,146.0414621
0.002004014,146.0718909
0.00200646,146.1023197
0.002008906,146.1327485
0.002011352,146.1631773
0.002013798,146.1936062
0.002016244,146.224035
0.00201869,146.2544638
0.002021137,146.2848926
0.002023583,146.3153214
0.002026029,146.3457502
0.002028475,146.3761791
0.002030921,146.4066079
0.002033367,146.4370367
0.002035813,146.4674655
0.002038259,146.4978943
0.002040706,146.5283231
0.002043152,146.558752
0.002045598,146.5891808
0.002048044,146.6196096
0.00205049,146.6500384
0.002053479,146.6803892
0.002056469,146.71074
0.002059458,146.7410908
0.002062447,146.7714416
0.002065437,146.8017924
0.002068426,146.8321432
0.002071415,146.862494
0.002074404,146.8928447
0.002077394,146.9231955
0.002080383,146.9535463
0.002083372,146.9838971
0.002086362,147.0142479
0.002089351,147.0445987
0.00209234,147.0749495
0.00209533,147.1053003
0.002098319,147.1356511
0.002101308,147.1660019
0.002104298,147.1963527
0.002107287,147.2267035
0.002110276,147.2570543
0.002113266,147.2874051
0.002116255,147.3177558
0.002119244,147.3481066
0.002122233,147.3784574
0.002125223,147.4088082
0.002128212,147.439159
0.002131201,147.4695098
0.002134191,147.4998606
0.00213718,147.5302114
0.002140169,147.5605622
0.002143159,147.590913
0.002146148,147.6212638
0.002149137,147.6516146
0.002152127,147.6819654
0.002155116,147.7123162
0.002158105,147.7426669
0.002161094,147.7730177
0.002164084,147.8033685
0.002167073,147.8337193
0.002170062,147.8640701
0.002173052,147.8944209
0.002176041,147.9247717
0.00217903,147.9448625
0.002182018,147.9649533
0.002185007,147.9850442
0.002187996,148.005135
0.002190984,148.0252258
0.002193973,148.0453166
0.002196962,148.0654075
0.002199951,148.0854983
0.002202939,148.1055891
0.002205928,148.1256799
0.002208917,148.1457707
0.002211905,148.1658616
0.002214894,148.1859524
0.002217883,148.2060432
0.002220871,148.226134
0.00222386,148.2462248
0.002226849,148.2663157
0.002229837,148.2864065
0.002232826,148.3064973
0.002235815,148.3265881
0.002238804,148.346679
0.002241792,148.3667698
0.002244781,148.3868606
0.00224777,148.4069514
0.002250758,148.4270422
0.002253747,148.4471331
0.002256736,148.4672239
0.002259724,148.4873147
0.002262713,148.5074055
0.002265702,148.5274963
0.00226869,148.5475872
0.002271679,148.567678
0.002274668,148.5877688
0.002277656,148.6078596
0.002280645,148.6279505
0.002283634,148.6480413
0.002286623,148.6681321
0.002289611,148.6882229
0.0022926,148.7083137
0.002295589,148.7284046
0.002298577,148.7484954
0.002301566,148.7685862
0.002304012,148.788755
0.002306457,148.8089239
0.002308903,148.8290927
0.002311348,148.8492616
0.002313794,148.8694304
0.002316239,148.8895993
0.002318685,148.9097681
0.00232113,148.9299369
0.002323576,148.9501058
0.002326021,148.9702746
0.002328467,148.9904435
0.002330912,149.0106123
0.002333358,149.0307812
0.002335803,149.05095
0.002338249,149.0711188
0.002340694,149.0912877
0.00234314,149.1114565
0.002345585,149.1316254
0.002348031,149.1517942
0.002350476,149.1719631
0.002352922,149.1921319
0.002355368,149.2123007
0.002357813,149.2324696
0.002360259,149.2526384
0.002362704,149.2728073
0.00236515,149.2929761
0.002367595,149.313145
0.002370041,149.3333138
0.002372486,149.3534826
0.002374932,149.3736515
0.002377377,149.3938203
0.002379823,149.4139892
0.002382268,149.434158
0.002384714,149.4543269
0.002387159,149.4744957
0.002389605,149.4946645
0.00239205,149.5148334
0.002394496,149.5350022
0.002396941,149.5551711
0.002399387,149.5753399
0.002401832,149.5955088
0.002404278,149.6156776
0.002406994,149.6255475
0.002409711,149.6354173
0.002412427,149.6452872
0.002415144,149.655157
0.00241786,149.6650269
0.002420577,149.6748968
0.002423293,149.6847666
0.00242601,149.6946365
0.002428726,149.7045063
0.002431443,149.7143762
0.002434159,149.7242461
0.002436876,149.7341159
0.002439592,149.7439858
0.002442309,149.7538556
0.002445025,149.7637255
0.002447742,149.7735954
0.002450458,149.7834652
0.002453175,149.7933351
0.002455891,149.8032049
0.002458608,149.8130748
0.002461324,149.8229447
0.00246404,149.8328145
0.002466757,149.8426844
0.002469473,149.8525542
0.00247219,149.8624241
0.002474906,149.8722939
0.002477623,149.8821638
0.002480339,149.8920337
0.002483056,149.9019035
0.002485772,149.9117734
0.002488489,149.9216432
0.002491205,149.9315131
0.002493922,149.941383
0.002496638,149.9512528
0.002499355,149.9611227
0.002502071,149.9709925
0.002504788,149.9808624
0.002507504,149.9907323
0.002510221,150.0006021
0.002512937,150.010472
0.002515654,150.0203418
0.00251837,150.0302117
0.002520545,150.0606795
0.002522719,150.0911474
0.002524894,150.1216152
0.002527068,150.152083
0.002529243,150.1825508
0.002531417,150.2130187
0.002533592,150.2434865
0.002535766,150.2739543
0.002537941,150.3044221
0.002540115,150.33489
0.00254229,150.3653578
0.002544465,150.3958256
0.002546639,150.4262934
0.002548814,150.4567613
0.002550988,150.4872291
0.002553163,150.5176969
0.002555337,150.5481647
0.002557512,150.5786326
0.002559686,150.6091004
0.002561861,150.6395682
0.002564036,150.6700361
0.00256621,150.7005039
0.002568385,150.7309717
0.002570559,150.7614395
0.002572734,150.7919074
0.002574908,150.8223752
0.002577083,150.852843
0.002579257,150.8833108
0.002581432,150.9137787
0.002583606,150.9442465
0.002585781,150.9747143
0.002587956,151.0051821
0.00259013,151.03565
0.002592305,151.0661178
0.002594479,151.0965856
0.002596654,151.1270534
0.002598828,151.1575213
0.002601003,151.1879891
0.002603177,151.2184569
0.002605352,151.2489247
0.002607526,151.2793926
0.002609701,151.3098604
0.00261269,151.3299512
0.002615678,151.350042
0.002618667,151.3701329
0.002621656,151.3902237
0.002624644,151.4103145
0.002627633,151.4304053
0.002630622,151.4504962
0.002633611,151.470587
0.002636599,151.4906778
0.002639588,151.5107686
0.002642577,151.5308594
0.002645565,151.5509503
0.002648554,151.5710411
0.002651543,151.5911319
