Strain,Stress (MPa)
6.31E-05,9.97398059
6.36E-05,10.04572237
6.42E-05,10.11746416
6.47E-05,10.18920594
6.52E-05,10.26094773
6.58E-05,10.33268951
6.63E-05,10.4044313
6.69E-05,10.47617308
6.74E-05,10.54791487
6.80E-05,10.61965665
6.85E-05,10.69139844
6.91E-05,10.76314022
6.96E-05,10.85540195
7.02E-05,10.94766368
7.07E-05,11.03992541
7.13E-05,11.13218714
7.18E-05,11.22444887
7.24E-05,11.3167106
7.29E-05,11.40897233
7.35E-05,11.50123405
7.40E-05,11.59349578
7.46E-05,11.68575751
7.51E-05,11.77801924
7.57E-05,11.87028097
7.62E-05,11.9625427
7.68E-05,12.05480443
7.73E-05,12.14706616
7.79E-05,12.23932789
7.84E-05,12.33158962
7.90E-05,12.42385135
7.95E-05,12.51611308
8.00E-05,12.60837481
8.06E-05,12.70063654
8.11E-05,12.79289826
8.17E-05,12.88515999
8.22E-05,12.97742172
8.28E-05,13.06968345
8.33E-05,13.16194518
8.39E-05,13.25420691
8.44E-05,13.34646864
8.50E-05,13.43873037
8.55E-05,13.5309921
8.61E-05,13.62325383
8.66E-05,13.71551556
8.72E-05,13.80777729
8.77E-05,13.90003902
8.83E-05,13.99230075
8.88E-05,14.08456247
8.94E-05,14.1768242
8.99E-05,14.26908593
9.05E-05,14.36134766
9.10E-05,14.45360939
9.16E-05,14.54587112
9.21E-05,14.63813285
9.27E-05,14.73039458
9.32E-05,14.82265631
9.38E-05,14.91491804
9.43E-05,15.00717977
9.49E-05,15.0994415
9.54E-05,15.19170323
9.60E-05,15.28396496
9.65E-05,15.37622669
9.71E-05,15.46848842
9.76E-05,15.56075015
9.82E-05,15.65301187
9.87E-05,15.7452736
9.93E-05,15.83753533
9.98E-05,15.92979706
0.000100349,16.02205879
0.000100898,16.11432052
0.000101446,16.20658225
0.000101995,16.29884398
0.000102544,16.39110571
0.000103092,16.48336744
0.000103641,16.57562917
0.000104189,16.6678909
0.000104738,16.76015263
0.000105287,16.85241436
0.000105835,16.94467609
0.000106384,17.03693782
0.000106933,17.12919955
0.000107481,17.22146128
0.00010803,17.31372301
0.000108578,17.40598474
0.000109127,17.49824647
0.000109676,17.59050819
0.000110224,17.68276992
0.000110773,17.77503165
0.000111322,17.86729338
0.00011187,17.95955511
0.000112419,18.05181684
0.000112967,18.14407857
0.000113516,18.2363403
0.000114065,18.32860203
0.000114613,18.42086376
0.000115162,18.51312549
0.000115711,18.60538722
0.000116259,18.69764895
0.000116808,18.78991068
0.000117357,18.88217241
0.000117905,18.97443414
0.000118454,19.06669587
0.000119003,19.1589576
0.000119551,19.25121932
0.0001201,19.34348105
0.000120648,19.43574278
0.000121197,19.52800451
0.000121746,19.62026624
0.000122294,19.71252797
0.000122843,19.8047897
0.000123392,19.89705143
0.00012394,19.98931316
0.000124489,20.08157489
0.000125038,20.17383662
0.000125586,20.26609835
0.000126135,20.35836008
0.000126684,20.45062181
0.000127232,20.54288353
0.000127781,20.63514526
0.000128329,20.72740699
0.000128878,20.81966872
0.000129427,20.91193045
0.000129975,21.00419218
0.000130524,21.09645391
0.000131073,21.18871564
0.000131621,21.28097737
0.00013217,21.3732391
0.000132719,21.46550083
0.000133267,21.55776256
0.000133816,21.65002429
0.000134365,21.74228602
0.000134913,21.83454774
0.000135462,21.92680947
0.00013601,22.0190712
0.000136559,22.11133293
0.000137108,22.20359466
0.000137656,22.29585639
0.000138205,22.38811812
0.000138754,22.49063982
0.000139303,22.59316152
0.000139853,22.69568323
0.000140402,22.79820493
0.000140951,22.90072663
0.0001415,23.00324833
0.00014205,23.10577003
0.000142599,23.20829174
0.000143148,23.31081344
0.000143697,23.41333514
0.000144247,23.51585684
0.000144796,23.61837854
0.000145345,23.72090024
0.000145894,23.82342195
0.000146444,23.92594365
0.000146993,24.02846535
0.000147542,24.13098705
0.000148091,24.23350875
0.000148641,24.33603046
0.00014919,24.43855216
0.000149739,24.54107386
0.000150288,24.64359556
0.000150837,24.74611726
0.000151387,24.84863897
0.000151936,24.95116067
0.000152485,25.05368237
0.000153034,25.15620407
0.000153584,25.25872577
0.000154133,25.36124748
0.000154682,25.46376918
0.000155231,25.56629088
0.000155781,25.66881258
0.00015633,25.77133428
0.000156879,25.87385598
0.000157428,25.97637769
0.000157978,26.07889939
0.000158527,26.18142109
0.000159076,26.28394279
0.000159625,26.38646449
0.000160175,26.4889862
0.000160724,26.5915079
0.000161273,26.6940296
0.000161822,26.7965513
0.000162371,26.899073
0.000162921,27.00159471
0.00016347,27.10411641
0.000164019,27.20663811
0.000164568,27.30915981
0.000165118,27.41168151
0.000165667,27.51420322
0.000166216,27.61672492
0.000166765,27.71924662
0.000167315,27.82176832
0.000167864,27.92429002
0.000168413,28.02681172
0.000168962,28.12933343
0.000169512,28.23185513
0.000170061,28.33437683
0.00017061,28.43689853
0.000171159,28.53942023
0.000171709,28.64194194
0.000172258,28.74446364
0.000172807,28.84698534
0.000173356,28.94950704
0.000173905,29.05202874
0.000174455,29.15455045
0.000175004,29.25707215
0.000175553,29.35959385
0.000176102,29.46211555
0.000176652,29.56463725
0.000177201,29.66715896
0.00017775,29.76968066
0.000178299,29.87220236
0.000178849,29.97472406
0.000179398,30.07724576
0.000179947,30.17976746
0.000180496,30.28228917
0.000181046,30.38481087
0.000181595,30.48733257
0.000182144,30.58985427
0.000182693,30.69237597
0.000183243,30.79489768
0.000183792,30.89741938
0.000184341,30.99994108
0.00018489,31.10246278
0.000185439,31.20498448
0.000185989,31.30750619
0.000186538,31.41002789
0.000187087,31.51254959
0.000187636,31.61507129
0.000188186,31.71759299
0.000188735,31.8201147
0.000189284,31.9226364
0.000189833,32.0251581
0.000190383,32.1276798
0.000190932,32.2302015
0.000191481,32.3327232
0.00019203,32.43524491
0.00019258,32.53776661
0.000193129,32.64028831
0.000193678,32.74281001
0.000194227,32.84533171
0.000194777,32.94785342
0.000195326,33.05037512
0.000195875,33.15289682
0.000196424,33.25541852
0.000196973,33.35794022
0.000197523,33.46046193
0.000198072,33.56298363
0.000198621,33.66550533
0.00019917,33.76802703
0.00019972,33.87054873
0.000200269,33.97307044
0.000200818,34.07559214
0.000201367,34.17811384
0.000201917,34.28063554
0.000202466,34.38315724
0.000203015,34.48567894
0.000203564,34.58820065
0.000204114,34.69072235
0.000204663,34.79324405
0.000205212,34.89576575
0.000205761,34.99828745
0.000206311,35.10080916
0.00020686,35.20333086
0.000207409,35.30585256
0.000207957,35.38785432
0.000208505,35.46985607
0.000209053,35.55185783
0.000209601,35.63385959
0.000210149,35.71586134
0.000210697,35.7978631
0.000211245,35.87986486
0.000211793,35.96186662
0.000212341,36.04386837
0.000212889,36.12587013
0.000213437,36.20787189
0.000213985,36.28987364
0.000214533,36.3718754
0.000215081,36.45387716
0.000215629,36.53587891
0.000216177,36.61788067
0.000216725,36.69988243
0.000217273,36.78188418
0.000217821,36.86388594
0.000218369,36.9458877
0.000218918,37.02788946
0.000219466,37.10989121
0.000220014,37.19189297
0.000220562,37.27389473
0.00022111,37.35589648
0.000221658,37.43789824
0.000222206,37.5199
0.000222754,37.60190175
0.000223302,37.68390351
0.00022385,37.76590527
0.000224398,37.84790702
0.000224946,37.92990878
0.000225494,38.01191054
0.000226042,38.09391229
0.00022659,38.17591405
0.000227138,38.25791581
0.000227686,38.33991757
0.000228234,38.42191932
0.000228782,38.50392108
0.00022933,38.58592284
0.000229878,38.66792459
0.000230426,38.74992635
0.000231247,38.86266901
0.000232069,38.97541168
0.00023289,39.08815434
0.000233712,39.200897
0.000234533,39.31363966
0.000235355,39.42638233
0.000236176,39.53912499
0.000236998,39.65186765
0.000237819,39.76461032
0.000238641,39.87735298
0.000239462,39.99009564
0.000240283,40.1028383
0.000241105,40.21558097
0.000241926,40.32832363
0.000242748,40.44106629
0.000243569,40.55380896
0.000244391,40.66655162
0.000245212,40.77929428
0.000246034,40.89203694
0.000246855,41.00477961
0.000247677,41.11752227
0.000248498,41.23026493
0.000249319,41.3430076
0.000250141,41.45575026
0.000250962,41.56849292
0.000251784,41.68123558
0.000252605,41.79397825
0.000253427,41.90672091
0.000254248,42.01946357
0.00025507,42.13220624
0.000255891,42.2449489
0.000256712,42.35769156
0.000257534,42.47043422
0.000258355,42.58317689
0.000259177,42.69591955
0.000259998,42.80866221
0.00026082,42.92140488
0.000261641,43.03414754
0.000262463,43.1468902
0.000263284,43.25963286
0.000264106,43.37237553
0.000264927,43.48511819
0.000265203,43.55689899
0.000265479,43.62867978
0.000265755,43.70046058
0.00026603,43.77224137
0.000266306,43.84402217
0.000266582,43.91580297
0.000266858,43.98758376
0.000267134,44.05936456
0.00026741,44.13114535
0.000267685,44.20292615
0.000267961,44.27470695
0.000268237,44.34648774
0.000268513,44.41826854
0.000268789,44.49004933
0.000269065,44.56183013
0.00026934,44.63361093
0.000269616,44.70539172
0.000269892,44.77717252
0.000270168,44.84895331
0.000270444,44.92073411
0.00027072,44.99251491
0.000270995,45.0642957
0.000271271,45.1360765
0.000271547,45.20785729
0.000271823,45.27963809
0.000272099,45.35141888
0.000272375,45.42319968
0.00027265,45.49498048
0.000272926,45.56676127
0.000273202,45.63854207
0.000273478,45.71032286
0.000273754,45.78210366
0.00027403,45.85388446
0.000274305,45.92566525
0.000274581,45.99744605
0.000274857,46.06922684
0.000275133,46.14100764
0.000275409,46.21278844
0.000275685,46.28456923
0.00027596,46.35635003
0.000276236,46.42813082
0.000276512,46.49991162
0.00027706,46.58191338
0.000277608,46.66391513
0.000278156,46.74591689
0.000278704,46.82791865
0.000279252,46.9099204
0.0002798,46.99192216
0.000280348,47.07392392
0.000280896,47.15592568
0.000281444,47.23792743
0.000281992,47.31992919
0.00028254,47.40193095
0.000283088,47.4839327
0.000283636,47.56593446
0.000284184,47.64793622
0.000284732,47.72993797
0.00028528,47.81193973
0.000285828,47.89394149
0.000286376,47.97594324
0.000286924,48.057945
0.000287472,48.13994676
0.000288021,48.22194852
0.000288569,48.30395027
0.000289117,48.38595203
0.000289665,48.46795379
0.000290213,48.54995554
0.000290761,48.6319573
0.000291309,48.71395906
0.000291857,48.79596081
0.000292405,48.87796257
0.000292953,48.95996433
0.000293501,49.04196608
0.000294049,49.12396784
0.000294597,49.2059696
0.000295145,49.28797135
0.000295693,49.36997311
0.000296241,49.45197487
0.000296789,49.53397663
0.000297337,49.61597838
0.000297885,49.69798014
0.000298433,49.7799819
0.000298981,49.86198365
0.000299529,49.94398541
0.000299804,50.00550623
0.000300079,50.06702706
0.000300355,50.12854788
0.00030063,50.1900687
0.000300905,50.25158953
0.00030118,50.31311035
0.000301456,50.37463117
0.000301731,50.436152
0.000302006,50.49767282
0.000302281,50.55919364
0.000302556,50.62071447
0.000302832,50.68223529
0.000303107,50.74375611
0.000303382,50.80527694
0.000303657,50.86679776
0.000303932,50.92831858
0.000304208,50.98983941
0.000304483,51.05136023
0.000304758,51.11288105
0.000305033,51.17440188
0.000305308,51.2359227
0.000305584,51.29744352
0.000305859,51.35896435
0.000306134,51.42048517
0.000306409,51.48200599
0.000306685,51.54352682
0.00030696,51.60504764
0.000307235,51.66656846
0.00030751,51.72808929
0.000307785,51.78961011
0.000308061,51.85113093
0.000308336,51.91265176
0.000308611,51.97417258
0.000308886,52.0356934
0.000309162,52.09721423
0.000309437,52.15873505
0.000309712,52.22025587
0.000309987,52.2817767
0.000310262,52.34329752
0.000310538,52.40481834
0.000310813,52.46633917
0.000311088,52.52785999
0.000311637,52.62012172
0.000312185,52.71238345
0.000312734,52.80464518
0.000313283,52.89690691
0.000313831,52.98916864
0.00031438,53.08143037
0.000314928,53.1736921
0.000315477,53.26595383
0.000316026,53.35821556
0.000316574,53.45047729
0.000317123,53.54273901
0.000317672,53.63500074
0.00031822,53.72726247
0.000318769,53.8195242
0.000319318,53.91178593
0.000319866,54.00404766
0.000320415,54.09630939
0.000320964,54.18857112
0.000321512,54.28083285
0.000322061,54.37309458
0.00032261,54.46535631
0.000323158,54.55761804
0.000323707,54.64987977
0.000324255,54.7421415
0.000324804,54.83440323
0.000325353,54.92666496
0.000325901,55.01892669
0.00032645,55.11118842
0.000326999,55.20345015
0.000327547,55.29571188
0.000328096,55.38797361
0.000328645,55.48023533
0.000329193,55.57249706
0.000329742,55.66475879
0.00033029,55.75702052
0.000330839,55.84928225
0.000331388,55.94154398
0.000331936,56.03380571
0.000332485,56.12606744
0.000333034,56.21832917
0.000333582,56.3105909
0.000334131,56.40285263
0.000334407,56.47463343
0.000334683,56.54641422
0.000334959,56.61819502
0.000335234,56.68997581
0.00033551,56.76175661
0.000335786,56.8335374
0.000336062,56.9053182
0.000336338,56.977099
0.000336614,57.04887979
0.000336889,57.12066059
0.000337165,57.19244138
0.000337441,57.26422218
0.000337717,57.33600297
0.000337993,57.40778377
0.000338269,57.47956457
0.000338544,57.55134536
0.00033882,57.62312616
0.000339096,57.69490695
0.000339372,57.76668775
0.000339648,57.83846854
0.000339923,57.91024934
0.000340199,57.98203014
0.000340475,58.05381093
0.000340751,58.12559173
0.000341027,58.19737252
0.000341303,58.26915332
0.000341579,58.34093411
0.000341854,58.41271491
0.00034213,58.48449571
0.000342406,58.5562765
0.000342682,58.6280573
0.000342958,58.69983809
0.000343234,58.77161889
0.000343509,58.84339968
0.000343785,58.91518048
0.000344061,58.98696128
0.000344337,59.05874207
0.000344613,59.13052287
0.000344888,59.20230366
0.000345164,59.27408446
0.00034544,59.34586525
0.000345716,59.41764605
0.000346264,59.49964781
0.000346812,59.58164956
0.00034736,59.66365132
0.000347908,59.74565308
0.000348456,59.82765483
0.000349004,59.90965659
0.000349552,59.99165835
0.0003501,60.07366011
0.000350648,60.15566186
0.000351196,60.23766362
0.000351744,60.31966538
0.000352292,60.40166713
0.00035284,60.48366889
0.000353388,60.56567065
0.000353936,60.6476724
0.000354484,60.72967416
0.000355032,60.81167592
0.00035558,60.89367767
0.000356128,60.97567943
0.000356676,61.05768119
0.000357225,61.13968295
0.000357773,61.2216847
0.000358321,61.30368646
0.000358869,61.38568822
0.000359417,61.46768997
0.000359965,61.54969173
0.000360513,61.63169349
0.000361061,61.71369524
0.000361609,61.795697
0.000362157,61.87769876
0.000362705,61.95970051
0.000363253,62.04170227
0.000363801,62.12370403
0.000364349,62.20570578
0.000364897,62.28770754
0.000365445,62.3697093
0.000365993,62.45171106
0.000366541,62.53371281
0.000367089,62.61571457
0.000367637,62.69771633
0.000368185,62.77971808
0.000368733,62.86171984
0.00036928,62.92320165
0.000369827,62.98468346
0.000370373,63.04616528
0.00037092,63.10764709
0.000371467,63.1691289
0.000372014,63.23061071
0.000372561,63.29209253
0.000373108,63.35357434
0.000373655,63.41505615
0.000374201,63.47653796
0.000374748,63.53801977
0.000375295,63.59950159
0.000375842,63.6609834
0.000376389,63.72246521
0.000376935,63.78394702
0.000377482,63.84542883
0.000378029,63.90691065
0.000378576,63.96839246
0.000379123,64.02987427
0.00037967,64.09135608
0.000380217,64.1528379
0.000380763,64.21431971
0.00038131,64.27580152
0.000381857,64.33728333
0.000382404,64.39876514
0.000382951,64.46024696
0.000383497,64.52172877
0.000384044,64.58321058
0.000384591,64.64469239
0.000385138,64.7061742
0.000385685,64.76765602
0.000386232,64.82913783
0.000386779,64.89061964
0.000387325,64.95210145
0.000387872,65.01358327
0.000388419,65.07506508
0.000388966,65.13654689
0.000389513,65.1980287
0.000390059,65.25951051
0.000390606,65.32099233
0.000391153,65.38247414
0.0003917,65.44395595
0.000392248,65.52595771
0.000392796,65.60795946
0.000393344,65.68996122
0.000393892,65.77196298
0.00039444,65.85396473
0.000394988,65.93596649
0.000395536,66.01796825
0.000396084,66.09997001
0.000396632,66.18197176
0.00039718,66.26397352
0.000397728,66.34597528
0.000398276,66.42797703
0.000398824,66.50997879
0.000399372,66.59198055
0.00039992,66.6739823
0.000400468,66.75598406
0.000401016,66.83798582
0.000401564,66.91998757
0.000402112,67.00198933
0.00040266,67.08399109
0.000403209,67.16599285
0.000403757,67.2479946
0.000404305,67.32999636
0.000404853,67.41199812
0.000405401,67.49399987
0.000405949,67.57600163
0.000406497,67.65800339
0.000407045,67.74000514
0.000407593,67.8220069
0.000408141,67.90400866
0.000408689,67.98601041
0.000409237,68.06801217
0.000409785,68.15001393
0.000410333,68.23201568
0.000410881,68.31401744
0.000411429,68.3960192
0.000411977,68.47802096
0.000412525,68.56002271
0.000413073,68.64202447
0.000413621,68.72402623
0.000414169,68.80602798
0.000414717,68.88802974
0.000415265,68.9700315
0.000415813,69.05203325
0.000416361,69.13403501
0.000416909,69.21603677
0.000417457,69.29803852
0.000418005,69.38004028
0.000418553,69.46204204
0.000419101,69.5440438
0.000419649,69.62604555
0.000420197,69.70804731
0.000420745,69.79004907
0.000421293,69.87205082
0.000421841,69.95405258
0.000422389,70.03605434
0.000422937,70.11805609
0.000423485,70.20005785
0.000424033,70.28205961
0.000424581,70.36406136
0.000425129,70.44606312
0.000425677,70.52806488
0.000426226,70.61006664
0.000426774,70.69206839
0.000427322,70.77407015
0.00042787,70.85607191
0.000428418,70.93807366
0.000428966,71.02007542
0.000429514,71.10207718
0.000430062,71.18407893
0.00043061,71.26608069
0.000431158,71.34808245
0.000431706,71.4300842
0.000432254,71.51208596
0.000432802,71.59408772
0.00043335,71.67608947
0.000433898,71.75809123
0.000434446,71.84009299
0.000434994,71.92209475
0.000435542,72.0040965
0.00043609,72.08609826
0.000436638,72.16810002
0.000437186,72.25010177
0.000437734,72.33210353
0.000438009,72.39362435
0.000438284,72.45514518
0.00043856,72.516666
0.000438835,72.57818682
0.00043911,72.63970765
0.000439385,72.70122847
0.000439661,72.76274929
0.000439936,72.82427012
0.000440211,72.88579094
0.000440486,72.94731177
0.000440761,73.00883259
0.000441037,73.07035341
0.000441312,73.13187424
0.000441587,73.19339506
0.000441862,73.25491588
0.000442137,73.31643671
0.000442413,73.37795753
0.000442688,73.43947835
0.000442963,73.50099918
0.000443238,73.56252
0.000443514,73.62404083
0.000443789,73.68556165
0.000444064,73.74708247
0.000444339,73.8086033
0.000444614,73.87012412
0.00044489,73.93164494
0.000445165,73.99316577
0.00044544,74.05468659
0.000445715,74.11620741
0.00044599,74.17772824
0.000446266,74.23924906
0.000446541,74.30076988
0.000446816,74.36229071
0.000447091,74.42381153
0.000447367,74.48533236
0.000447642,74.54685318
0.000447917,74.608374
0.000448192,74.66989483
0.000448467,74.73141565
0.000448743,74.79293647
0.000449018,74.8544573
0.000449293,74.91597812
0.000449568,74.97749894
0.000449843,75.03901977
0.000450119,75.10054059
0.000450394,75.16206141
0.000450669,75.22358224
0.000450944,75.28510306
0.00045122,75.34662388
0.000451495,75.40814471
0.00045177,75.46966553
0.000452045,75.53118635
0.000452321,75.59270718
0.000452596,75.654228
0.000452871,75.71574882
0.000453146,75.77726965
0.000453422,75.83879047
0.000453697,75.90031129
0.000453972,75.96183212
0.000454247,76.02335294
0.000454523,76.08487376
0.000454798,76.14639459
0.000455073,76.20791541
0.000455348,76.26943623
0.000455623,76.33095706
0.000455899,76.39247788
0.000456174,76.4539987
0.000456449,76.51551953
0.000456724,76.57704035
0.000457,76.63856117
0.000457275,76.700082
0.00045755,76.76160282
0.000457825,76.82312364
0.000458101,76.88464447
0.000458376,76.94616529
0.000458651,77.00768611
0.000458926,77.06920694
0.000459202,77.13072776
0.000459477,77.19224858
0.000459752,77.25376941
0.000460027,77.31529023
0.000460303,77.37681105
0.000460578,77.43833188
0.000460853,77.4998527
0.000461128,77.56137352
0.000461403,77.62289435
0.000461679,77.68441517
0.000461954,77.74593599
0.000462229,77.80745682
0.000462504,77.86897764
0.00046278,77.93049846
0.000463055,77.99201929
0.00046333,78.05354011
0.000463605,78.11506093
0.00046388,78.17658176
0.000464156,78.23810258
0.000464431,78.2996234
0.000464706,78.36114423
0.000464981,78.42266505
0.000465256,78.48418587
0.000465532,78.5457067
0.000465807,78.60722752
0.000466082,78.66874834
0.000466357,78.73026917
0.000466633,78.79178999
0.000466908,78.85331081
0.000467183,78.91483164
0.000467458,78.97635246
0.000467733,79.03787328
0.000468009,79.09939411
0.000468284,79.16091493
0.000468559,79.22243575
0.000468834,79.28395658
0.000469109,79.3454774
0.000469385,79.40699822
0.00046966,79.46851905
0.000469935,79.53003987
0.00047021,79.59156069
0.000470486,79.65308152
0.000470761,79.71460234
0.000471036,79.77612316
0.000471311,79.83764399
0.000471586,79.89916481
0.000471862,79.96068563
0.000472137,80.02220646
0.000472412,80.08372728
0.000473232,80.16569003
0.000474051,80.24765277
0.000474871,80.32961552
0.00047569,80.41157826
0.00047651,80.49354101
0.00047733,80.57550375
0.000478149,80.6574665
0.000478969,80.73942925
0.000479789,80.82139199
0.000480608,80.90335474
0.000481428,80.98531748
0.000482247,81.06728023
0.000483067,81.14924297
0.000483887,81.23120572
0.000484706,81.31316847
0.000485526,81.39513121
0.000486346,81.47709396
0.000487165,81.5590567
0.000487985,81.64101945
0.000488804,81.72298219
0.000489624,81.80494494
0.000490444,81.88690769
0.000491263,81.96887043
0.000492083,82.05083318
0.000492902,82.13279592
0.000493722,82.21475867
0.000494542,82.29672141
0.000495361,82.37868416
0.000496181,82.46064691
0.000497001,82.54260965
0.00049782,82.6245724
0.00049864,82.70653514
0.000499459,82.78849789
0.000500279,82.87046063
0.000501099,82.95242338
0.000501918,83.03438613
0.000502738,83.11634887
0.000503558,83.19831162
0.000504377,83.28027436
0.000505197,83.36223711
0.000506016,83.44419985
0.000506836,83.5261626
0.000507114,83.63898329
0.000507393,83.75180397
0.000507671,83.86462466
0.000507949,83.97744534
0.000508227,84.09026603
0.000508506,84.20308671
0.000508784,84.3159074
0.000509062,84.42872808
0.00050934,84.54154877
0.000509619,84.65436945
0.000509897,84.76719014
0.000510175,84.88001083
0.000510453,84.99283151
0.000510732,85.1056522
0.00051101,85.21847288
0.000511288,85.33129357
0.000511566,85.44411425
0.000511845,85.55693494
0.000512123,85.66975562
0.000512401,85.78257631
0.00051268,85.895397
0.000512958,86.00821768
0.000513236,86.12103837
0.000513514,86.23385905
0.000513793,86.34667974
0.000514071,86.45950042
0.000514349,86.57232111
0.000514627,86.68514179
0.000514906,86.79796248
0.000515184,86.91078316
0.000515462,87.02360385
0.00051574,87.13642454
0.000516019,87.24924522
0.000516297,87.36206591
0.000516575,87.47488659
0.000516853,87.58770728
0.000517132,87.70052796
0.00051741,87.81334865
0.000517688,87.92616933
0.000517966,88.03899002
0.000518245,88.1518107
0.000518523,88.26463139
0.000519343,88.35685411
0.000520163,88.44907683
0.000520984,88.54129954
0.000521804,88.63352226
0.000522624,88.72574498
0.000523444,88.8179677
0.000524265,88.91019042
0.000525085,89.00241313
0.000525905,89.09463585
0.000526725,89.18685857
0.000527546,89.27908129
0.000528366,89.37130401
0.000529186,89.46352673
0.000530006,89.55574944
0.000530827,89.64797216
0.000531647,89.74019488
0.000532467,89.8324176
0.000533287,89.92464032
0.000534108,90.01686303
0.000534928,90.10908575
0.000535748,90.20130847
0.000536568,90.29353119
0.000537388,90.38575391
0.000538209,90.47797662
0.000539029,90.57019934
0.000539849,90.66242206
0.000540669,90.75464478
0.00054149,90.8468675
0.00054231,90.93909021
0.00054313,91.03131293
0.00054395,91.12353565
0.000544771,91.21575837
0.000545591,91.30798109
0.000546411,91.40020381
0.000547231,91.49242652
0.000548052,91.58464924
0.000548872,91.67687196
0.000549692,91.76909468
0.000550512,91.8613174
0.000551333,91.95354011
0.000552153,92.04576283
0.000552973,92.13798555
0.000553521,92.21998731
0.000554069,92.30198906
0.000554617,92.38399082
0.000555165,92.46599258
0.000555713,92.54799433
0.000556261,92.62999609
0.000556809,92.71199785
0.000557357,92.79399961
0.000557905,92.87600136
0.000558453,92.95800312
0.000559001,93.04000488
0.000559549,93.12200663
0.000560097,93.20400839
0.000560645,93.28601015
0.000561193,93.3680119
0.000561741,93.45001366
0.000562289,93.53201542
0.000562837,93.61401717
0.000563385,93.69601893
0.000563933,93.77802069
0.000564482,93.86002245
0.00056503,93.9420242
0.000565578,94.02402596
0.000566126,94.10602772
0.000566674,94.18802947
0.000567222,94.27003123
0.00056777,94.35203299
0.000568318,94.43403474
0.000568866,94.5160365
0.000569414,94.59803826
0.000569962,94.68004001
0.00057051,94.76204177
0.000571058,94.84404353
0.000571606,94.92604528
0.000572154,95.00804704
0.000572702,95.0900488
0.00057325,95.17205056
0.000573798,95.25405231
0.000574346,95.33605407
0.000574894,95.41805583
0.000575442,95.50005758
0.00057599,95.58205934
0.000576266,95.66410011
0.000576543,95.74614088
0.000576819,95.82818165
0.000577096,95.91022241
0.000577372,95.99226318
0.000577649,96.07430395
0.000577925,96.15634472
0.000578201,96.23838549
0.000578478,96.32042626
0.000578754,96.40246702
0.000579031,96.48450779
0.000579307,96.56654856
0.000579584,96.64858933
0.00057986,96.7306301
0.000580136,96.81267087
0.000580413,96.89471163
