Strain,Stress (MPa)
0.000566688,94.23561662
0.000567665,94.35466749
0.000568643,94.47371837
0.000569621,94.59276924
0.000570599,94.71182012
0.000571577,94.83087099
0.000572555,94.94992186
0.000573532,95.06897274
0.00057451,95.18802361
0.000575488,95.30707448
0.000576466,95.42612536
0.000577444,95.54517623
0.000578422,95.6642271
0.000579399,95.78327798
0.000580377,95.90232885
0.000581355,96.02137972
0.000582333,96.1404306
0.000583311,96.25948147
0.000584289,96.37853235
0.000585266,96.49758322
0.000586244,96.61663409
0.000587222,96.73568497
0.0005882,96.85473584
0.000589178,96.97378671
0.000590156,97.09283759
0.000591133,97.21188846
0.000592111,97.33093933
0.000593089,97.44999021
0.000594067,97.56904108
0.000595045,97.68809196
0.000596023,97.80714283
0.000597,97.9261937
0.000597978,98.04524458
0.000598956,98.16429545
0.000599447,98.25591059
0.000599938,98.34752572
0.000600428,98.43914086
0.000600919,98.530756
0.00060141,98.62237114
0.000601901,98.71398627
0.000602392,98.80560141
0.000602882,98.89721655
0.000603373,98.98883169
0.000603864,99.08044682
0.000604355,99.17206196
0.000604846,99.2636771
0.000605337,99.35529223
0.000605827,99.44690737
0.000606318,99.53852251
0.000606809,99.63013765
0.0006073,99.72175278
0.000607791,99.81336792
0.000608281,99.90498306
0.000608772,99.99659819
0.000609263,100.0882133
0.000609754,100.1798285
0.000610245,100.2714436
0.000610735,100.3630587
0.000611226,100.4546739
0.000611717,100.546289
0.000612208,100.6379042
0.000612699,100.7295193
0.000613189,100.8211344
0.00061368,100.9127496
0.000614171,101.0043647
0.000614662,101.0959798
0.000615153,101.187595
0.000615643,101.2792101
0.000616134,101.3708253
0.000616625,101.4624404
0.000617116,101.5540555
0.000617607,101.6456707
0.000618098,101.7372858
0.000618588,101.8289009
0.000619079,101.9205161
0.00061957,102.0121312
0.000620061,102.1037464
0.000620552,102.1953615
0.000621042,102.2869766
0.000621533,102.3785918
0.000622024,102.4702069
0.000623,102.5525838
0.000623975,102.6349608
0.000624951,102.7173377
0.000625927,102.7997146
0.000626902,102.8820915
0.000627878,102.9644685
0.000628854,103.0468454
0.000629829,103.1292223
0.000630805,103.2115993
0.000631781,103.2939762
0.000632756,103.3763531
0.000633732,103.4587301
0.000634708,103.541107
0.000635683,103.6234839
0.000636659,103.7058608
0.000637635,103.7882378
0.00063861,103.8706147
0.000639586,103.9529916
0.000640562,104.0353686
0.000641537,104.1177455
0.000642513,104.2001224
0.000643489,104.2824994
0.000644464,104.3648763
0.00064544,104.4472532
0.000646415,104.5296301
0.000647391,104.6120071
0.000648367,104.694384
0.000649342,104.7767609
0.000650318,104.8591379
0.000651294,104.9415148
0.000652269,105.0238917
0.000653245,105.1062687
0.000654221,105.1886456
0.000655196,105.2710225
0.000656172,105.3533994
0.000657148,105.4357764
0.000658123,105.5181533
0.000659099,105.6005302
0.000660075,105.6829072
0.00066105,105.7652841
0.000662026,105.847661
0.000663002,105.930038
0.000663977,106.0124149
0.000664953,106.0947918
0.000665929,106.1771687
0.000666904,106.2595457
0.00066788,106.3419226
0.000669341,106.4242298
0.000670802,106.506537
0.000672263,106.5888442
0.000673724,106.6711514
0.000675185,106.7534586
0.000676646,106.8357658
0.000678107,106.918073
0.000679569,107.0003803
0.00068103,107.0826875
0.000682491,107.1649947
0.000683952,107.2473019
0.000685413,107.3296091
0.000686874,107.4119163
0.000688335,107.4942235
0.000689796,107.5765307
0.000691257,107.6588379
0.000692718,107.7411451
0.000694179,107.8234523
0.00069564,107.9057595
0.000697101,107.9880667
0.000698562,108.0703739
0.000700023,108.1526811
0.000701484,108.2349883
0.000702946,108.3172956
0.000704407,108.3996028
0.000705868,108.48191
0.000707329,108.5642172
0.00070879,108.6465244
0.000710251,108.7288316
0.000711712,108.8111388
0.000713173,108.893446
0.000714634,108.9757532
0.000716095,109.0580604
0.000717556,109.1403676
0.000719017,109.2226748
0.000720478,109.304982
0.000721939,109.3872892
0.0007234,109.4695964
0.000724861,109.5519036
0.000726323,109.6342109
0.000727784,109.7165181
0.000729245,109.7988253
0.000730706,109.8811325
0.000732167,109.9634397
0.000733628,110.0457469
0.000735089,110.1280541
0.00073655,110.2103613
0.000737524,110.2652328
0.000738498,110.3201042
0.000739472,110.3749757
0.000740446,110.4298472
0.00074142,110.4847187
0.000742394,110.5395901
0.000743368,110.5944616
0.000744342,110.6493331
0.000745316,110.7042046
0.00074629,110.759076
0.000747264,110.8139475
0.000748239,110.868819
0.000749213,110.9236904
0.000750187,110.9785619
0.000751161,111.0334334
0.000752135,111.0883049
0.000753109,111.1431763
0.000754083,111.1980478
0.000755057,111.2529193
0.000756031,111.3077907
0.000757005,111.3626622
0.000757979,111.4175337
0.000758953,111.4724052
0.000759927,111.5272766
0.000760901,111.5821481
0.000761875,111.6370196
0.000762849,111.6918911
0.000763823,111.7467625
0.000764797,111.801634
0.000765771,111.8565055
0.000766745,111.9113769
0.000767719,111.9662484
0.000768693,112.0211199
0.000769667,112.0759914
0.000770641,112.1308628
0.000771616,112.1857343
0.00077259,112.2406058
0.000773564,112.2954772
0.000774538,112.3503487
0.000775512,112.4052202
0.000776486,112.4600917
0.00077746,112.5149631
0.000778434,112.5698346
0.000779408,112.6247061
0.000780382,112.6795776
0.000781356,112.734449
0.00078233,112.7893205
0.000783303,112.825855
0.000784276,112.8623895
0.000785249,112.898924
0.000786222,112.9354585
0.000787195,112.971993
0.000788168,113.0085275
0.000789141,113.045062
0.000790114,113.0815965
0.000791087,113.118131
0.00079206,113.1546655
0.000793033,113.1912
0.000794005,113.2277345
0.000794978,113.264269
0.000795951,113.3008035
0.000796924,113.337338
0.000797897,113.3738725
0.00079887,113.410407
0.000799843,113.4469415
0.000800816,113.483476
0.000801789,113.5200105
0.000802762,113.556545
0.000803735,113.5930795
0.000804708,113.629614
0.000805681,113.6661485
0.000806654,113.702683
0.000807627,113.7392175
0.0008086,113.775752
0.000809573,113.8122865
0.000810546,113.848821
0.000811519,113.8853555
0.000812492,113.92189
0.000813465,113.9584245
0.000814438,113.994959
0.000815411,114.0314935
0.000816384,114.068028
0.000817356,114.1045625
0.000818329,114.141097
0.000819302,114.1776315
0.000820275,114.214166
0.000821248,114.2507005
0.000822221,114.287235
0.000823194,114.3237695
0.000824167,114.360304
0.00082514,114.3968385
0.000826113,114.433373
0.000827086,114.4699075
0.000828059,114.506442
0.000829518,114.5612437
0.000830978,114.6160455
0.000832437,114.6708472
0.000833897,114.725649
0.000835356,114.7804507
0.000836816,114.8352525
0.000838275,114.8900542
0.000839734,114.944856
0.000841194,114.9996577
0.000842653,115.0544595
0.000844113,115.1092612
0.000845572,115.164063
0.000847032,115.2188647
0.000848491,115.2736665
0.00084995,115.3284682
0.00085141,115.38327
0.000852869,115.4380717
0.000854329,115.4928735
0.000855788,115.5476752
0.000857248,115.602477
0.000858707,115.6572787
0.000860166,115.7120805
0.000861626,115.7668822
0.000863085,115.821684
0.000864545,115.8764857
0.000866004,115.9312875
0.000867463,115.9860892
0.000868923,116.040891
0.000870382,116.0956927
0.000871842,116.1504945
0.000873301,116.2052962
0.000874761,116.260098
0.00087622,116.3148997
0.000877679,116.3697015
0.000879139,116.4245032
0.000880598,116.479305
0.000882058,116.5341067
0.000883517,116.5889085
0.000884977,116.6437102
0.000886436,116.698512
0.000887895,116.7533137
0.000889355,116.8081155
0.000890814,116.8629172
0.000892274,116.917719
0.000893733,116.9725207
0.000895193,117.0273225
0.000896652,117.0821242
0.000898111,117.1277575
0.00089957,117.1733907
0.000901029,117.219024
0.000902488,117.2646573
0.000903946,117.3102905
0.000905405,117.3559238
0.000906864,117.401557
0.000908323,117.4471903
0.000909782,117.4928236
0.000911241,117.5384568
0.0009127,117.5840901
0.000914159,117.6297234
0.000915618,117.6753566
0.000917077,117.7209899
0.000918535,117.7666232
0.000919994,117.8122564
0.000921453,117.8578897
0.000922912,117.9035229
0.000924371,117.9491562
0.00092583,117.9947895
0.000927289,118.0404227
0.000928748,118.086056
0.000930207,118.1316893
0.000931665,118.1773225
0.000933124,118.2229558
0.000934583,118.2685891
0.000936042,118.3142223
0.000937501,118.3598556
0.00093896,118.4054889
0.000940419,118.4511221
0.000941878,118.4967554
0.000943337,118.5423886
0.000944795,118.5880219
0.000946254,118.6336552
0.000947713,118.6792884
0.000949172,118.7249217
0.000950631,118.770555
0.00095209,118.8161882
0.000953549,118.8618215
0.000955008,118.9074548
0.000956467,118.953088
0.000957926,118.9987213
0.000959384,119.0443545
0.000960843,119.0899878
0.000962302,119.1356211
0.000963761,119.1812543
0.00096522,119.2268876
0.000967165,119.2907881
0.000969111,119.3546886
0.000971056,119.4185891
0.000973001,119.4824897
0.000974947,119.5463902
0.000976892,119.6102907
0.000978838,119.6741912
0.000980783,119.7380917
0.000982728,119.8019922
0.000984674,119.8658927
0.000986619,119.9297932
0.000988564,119.9936938
0.00099051,120.0575943
0.000992455,120.1214948
0.0009944,120.1853953
0.000996346,120.2492958
0.000998291,120.3131963
0.001000237,120.3770968
0.001002182,120.4409973
0.001004127,120.5048979
0.001006073,120.5687984
0.001008018,120.6326989
0.001009963,120.6965994
0.001011909,120.7604999
0.001013854,120.8244004
0.001015799,120.8883009
0.001017745,120.9522014
0.00101969,121.016102
0.001021635,121.0800025
0.001023581,121.143903
0.001025526,121.2078035
0.001027472,121.271704
0.001029417,121.3356045
0.001031362,121.399505
0.001033308,121.4634055
0.001035253,121.5273061
0.001037198,121.5912066
0.001039144,121.6551071
0.001041089,121.7190076
0.001043034,121.7829081
0.00104498,121.8468086
0.001046925,121.9107091
0.001048871,121.9746096
0.001050816,122.0385102
0.001052761,122.1024107
0.001054707,122.1663112
0.001056652,122.2302117
0.001058353,122.2666416
0.001060054,122.3030715
0.001061755,122.3395014
0.001063456,122.3759314
0.001065157,122.4123613
0.001066858,122.4487912
0.001068559,122.4852211
0.00107026,122.521651
0.001071961,122.5580809
0.001073662,122.5945108
0.001075363,122.6309408
0.001077065,122.6673707
0.001078766,122.7038006
0.001080467,122.7402305
0.001082168,122.7766604
0.001083869,122.8130903
0.00108557,122.8495203
0.001087271,122.8859502
0.001088972,122.9223801
0.001090673,122.95881
0.001092374,122.9952399
0.001094075,123.0316698
0.001095776,123.0680997
0.001097477,123.1045297
0.001099178,123.1409596
0.001100879,123.1773895
0.00110258,123.2138194
0.001104281,123.2502493
0.001105982,123.2866792
0.001107683,123.3231091
0.001109384,123.3595391
0.001111085,123.395969
0.001112786,123.4323989
0.001114487,123.4688288
0.001116188,123.5052587
0.00111789,123.5416886
0.001119591,123.5781186
0.001121292,123.6145485
0.001122993,123.6509784
0.001124694,123.6874083
0.001126395,123.7238382
0.001128096,123.7602681
0.001129797,123.796698
0.001131498,123.833128
0.001133199,123.8695579
0.0011349,123.9059878
0.001136601,123.9424177
0.001139274,123.9970451
0.001141947,124.0516726
0.00114462,124.1063
0.001147293,124.1609275
0.001149966,124.2155549
0.001152638,124.2701824
0.001155311,124.3248098
0.001157984,124.3794372
0.001160657,124.4340647
0.00116333,124.4886921
0.001166003,124.5433196
0.001168676,124.597947
0.001171349,124.6525745
0.001174022,124.7072019
0.001176695,124.7618293
0.001179368,124.8164568
0.001182041,124.8710842
0.001184713,124.9257117
0.001187386,124.9803391
0.001190059,125.0349666
0.001192732,125.089594
0.001195405,125.1442214
0.001198078,125.1988489
0.001200751,125.2534763
0.001203424,125.3081038
0.001206097,125.3627312
0.00120877,125.4173586
0.001211443,125.4719861
0.001214116,125.5266135
0.001216788,125.581241
0.001219461,125.6358684
0.001222134,125.6904959
0.001224807,125.7451233
0.00122748,125.7997507
0.001230153,125.8543782
0.001232826,125.9090056
0.001235499,125.9636331
0.001238172,126.0182605
0.001240845,126.072888
0.001243518,126.1275154
0.001246191,126.1821428
0.001248863,126.2367703
0.001251536,126.2913977
0.001254209,126.3460252
0.001256882,126.4006526
0.001259555,126.4552801
0.001262228,126.5099075
0.001264657,126.5462328
0.001267086,126.5825582
0.001269515,126.6188835
0.001271945,126.6552088
0.001274374,126.6915342
0.001276803,126.7278595
0.001279232,126.7641848
0.001281661,126.8005102
0.00128409,126.8368355
0.001286519,126.8731608
0.001288948,126.9094862
0.001291378,126.9458115
0.001293807,126.9821368
0.001296236,127.0184622
0.001298665,127.0547875
0.001301094,127.0911128
0.001303523,127.1274382
0.001305952,127.1637635
0.001308381,127.2000888
0.001310811,127.2364142
0.00131324,127.2727395
0.001315669,127.3090648
0.001318098,127.3453902
0.001320527,127.3817155
0.001322956,127.4180409
0.001325385,127.4543662
0.001327814,127.4906915
0.001330244,127.5270169
0.001332673,127.5633422
0.001335102,127.5996675
0.001337531,127.6359929
0.00133996,127.6723182
0.001342389,127.7086435
0.001344818,127.7449689
0.001347247,127.7812942
0.001349677,127.8176195
0.001352106,127.8539449
0.001354535,127.8902702
0.001356964,127.9265955
0.001359393,127.9629209
0.001361822,127.9992462
0.001364251,128.0355715
0.00136668,128.0718969
0.00136911,128.1082222
0.001371539,128.1445475
0.001373968,128.1808729
0.001376397,128.2171982
0.001378341,128.2535933
0.001380284,128.2899883
0.001382228,128.3263834
0.001384172,128.3627784
0.001386116,128.3991735
0.001388059,128.4355685
0.001390003,128.4719636
0.001391947,128.5083586
0.001393891,128.5447537
0.001395834,128.5811487
0.001397778,128.6175438
0.001399722,128.6539388
0.001401666,128.6903339
0.001403609,128.7267289
0.001405553,128.763124
0.001407497,128.7995191
0.001409441,128.8359141
0.001411384,128.8723092
0.001413328,128.9087042
0.001415272,128.9450993
0.001417216,128.9814943
0.001419159,129.0178894
0.001421103,129.0542844
0.001423047,129.0906795
0.001424991,129.1270745
0.001426934,129.1634696
0.001428878,129.1998646
0.001430822,129.2362597
0.001432766,129.2726547
0.001434709,129.3090498
0.001436653,129.3454448
0.001438597,129.3818399
0.001440541,129.418235
0.001442484,129.45463
0.001444428,129.4910251
0.001446372,129.5274201
0.001448316,129.5638152
0.001450259,129.6002102
0.001452203,129.6366053
0.001454147,129.6730003
0.001456091,129.7093954
0.001458034,129.7457904
0.001459978,129.7821855
0.001461922,129.8185805
0.001463866,129.8549756
0.001465809,129.8913706
0.001467753,129.9277657
0.001470182,129.9549225
0.00147261,129.9820794
0.001475039,130.0092362
0.001477467,130.0363931
0.001479896,130.0635499
0.001482325,130.0907068
0.001484753,130.1178636
0.001487182,130.1450205
0.00148961,130.1721773
0.001492039,130.1993342
0.001494468,130.226491
0.001496896,130.2536479
0.001499325,130.2808047
0.001501753,130.3079616
0.001504182,130.3351184
0.001506611,130.3622752
0.001509039,130.3894321
0.001511468,130.4165889
0.001513896,130.4437458
0.001516325,130.4709026
0.001518754,130.4980595
0.001521182,130.5252163
0.001523611,130.5523732
0.001526039,130.57953
0.001528468,130.6066869
0.001530896,130.6338437
0.001533325,130.6610006
0.001535754,130.6881574
0.001538182,130.7153143
0.001540611,130.7424711
0.001543039,130.769628
0.001545468,130.7967848
0.001547897,130.8239416
0.001550325,130.8510985
0.001552754,130.8782553
0.001555182,130.9054122
0.001557611,130.932569
0.00156004,130.9597259
0.001562468,130.9868827
0.001564897,131.0140396
0.001567325,131.0411964
0.001569754,131.0683533
0.001572183,131.0955101
0.001574611,131.122667
0.00157704,131.1498238
0.001579468,131.1769807
0.001581897,131.2041375
0.00158384,131.2221956
0.001585782,131.2402537
0.001587725,131.2583117
0.001589668,131.2763698
0.00159161,131.2944279
0.001593553,131.312486
0.001595496,131.3305441
0.001597438,131.3486022
0.001599381,131.3666602
0.001601324,131.3847183
0.001603266,131.4027764
0.001605209,131.4208345
0.001607152,131.4388926
0.001609094,131.4569507
0.001611037,131.4750087
0.00161298,131.4930668
0.001614922,131.5111249
0.001616865,131.529183
0.001618808,131.5472411
0.00162075,131.5652992
0.001622693,131.5833572
0.001624636,131.6014153
0.001626578,131.6194734
0.001628521,131.6375315
0.001630463,131.6555896
0.001632406,131.6736477
0.001634349,131.6917057
0.001636291,131.7097638
0.001638234,131.7278219
0.001640177,131.74588
0.001642119,131.7639381
0.001644062,131.7819962
0.001646005,131.8000542
0.001647947,131.8181123
0.00164989,131.8361704
0.001651833,131.8542285
0.001653775,131.8722866
0.001655718,131.8903447
0.001657661,131.9084027
0.001659603,131.9264608
0.001661546,131.9445189
0.001663489,131.962577
0.001665431,131.9806351
0.001667374,131.9986932
0.001669317,132.0167512
0.001671259,132.0348093
0.001673202,132.0528674
0.001674659,132.0709952
0.001676117,132.089123
0.001677574,132.1072508
0.001679031,132.1253786
0.001680488,132.1435064
0.001681946,132.1616342
0.001683403,132.179762
0.00168486,132.1978898
0.001686317,132.2160176
0.001687775,132.2341454
0.001689232,132.2522732
0.001690689,132.2704011
0.001692146,132.2885289
0.001693604,132.3066567
0.001695061,132.3247845
0.001696518,132.3429123
0.001697975,132.3610401
0.001699433,132.3791679
0.00170089,132.3972957
0.001702347,132.4154235
0.001703804,132.4335513
0.001705262,132.4516791
0.001706719,132.4698069
0.001708176,132.4879347
0.001709633,132.5060625
0.001711091,132.5241903
0.001712548,132.5423181
0.001714005,132.5604459
0.001715462,132.5785737
0.00171692,132.5967015
0.001718377,132.6148293
0.001719834,132.6329571
0.001721291,132.6510849
0.001722749,132.6692127
0.001724206,132.6873405
0.001725663,132.7054684
0.00172712,132.7235962
0.001728578,132.741724
0.001730035,132.7598518
0.001731492,132.7779796
0.001732949,132.7961074
0.001734407,132.8142352
0.001735864,132.832363
0.001737321,132.8504908
0.001738778,132.8686186
0.001740236,132.8867464
0.001741693,132.9048742
0.001744121,132.9228626
0.001746549,132.9408509
0.001748977,132.9588393
0.001751405,132.9768276
0.001753833,132.994816
0.001756261,133.0128044
0.001758689,133.0307927
0.001761118,133.0487811
0.001763546,133.0667695
0.001765974,133.0847578
0.001768402,133.1027462
0.00177083,133.1207345
0.001773258,133.1387229
0.001775686,133.1567113
0.001778114,133.1746996
0.001780542,133.192688
0.00178297,133.2106763
0.001785398,133.2286647
0.001787826,133.2466531
0.001790254,133.2646414
0.001792682,133.2826298
0.00179511,133.3006182
0.001797538,133.3186065
0.001799967,133.3365949
0.001802395,133.3545832
0.001804823,133.3725716
0.001807251,133.39056
0.001809679,133.4085483
0.001812107,133.4265367
0.001814535,133.4445251
0.001816963,133.4625134
0.001819391,133.4805018
0.001821819,133.4984901
0.001824247,133.5164785
0.001826675,133.5344669
0.001829103,133.5524552
0.001831531,133.5704436
0.001833959,133.5884319
0.001836387,133.6064203
0.001838816,133.6244087
0.001841244,133.642397
0.001843672,133.6603854
0.0018461,133.6783738
0.001848528,133.6963621
0.001850956,133.7143505
0.001853384,133.7323388
0.001855812,133.7503272
0.001857755,133.7683853
0.001859697,133.7864434
0.00186164,133.8045014
0.001863583,133.8225595
0.001865525,133.8406176
0.001867468,133.8586757
0.00186941,133.8767338
0.001871353,133.8947919
0.001873296,133.9128499
0.001875238,133.930908
0.001877181,133.9489661
0.001879124,133.9670242
0.001881066,133.9850823
0.001883009,134.0031404
0.001884952,134.0211984
0.001886894,134.0392565
0.001888837,134.0573146
0.001890779,134.0753727
0.001892722,134.0934308
0.001894665,134.1114889
0.001896607,134.1295469
0.00189855,134.147605
0.001900493,134.1656631
0.001902435,134.1837212
0.001904378,134.2017793
0.001906321,134.2198374
0.001908263,134.2378954
0.001910206,134.2559535
0.001912149,134.2740116
0.001914091,134.2920697
0.001916034,134.3101278
0.001917976,134.3281859
0.001919919,134.3462439
0.001921862,134.364302
0.001923804,134.3823601
0.001925747,134.4004182
0.00192769,134.4184763
0.001929632,134.4365344
0.001931575,134.4545924
0.001933518,134.4726505
0.00193546,134.4907086
0.001937403,134.5087667
0.001939345,134.5268248
0.001941288,134.5448829
0.001943231,134.5629409
0.001945173,134.580999
0.001947116,134.5990571
0.001949544,134.607877
0.001951971,134.6166968
0.001954399,134.6255167
0.001956826,134.6343366
0.001959254,134.6431565
0.001961681,134.6519763
0.001964109,134.6607962
0.001966536,134.6696161
0.001968964,134.678436
0.001971391,134.6872558
0.001973819,134.6960757
0.001976246,134.7048956
0.001978674,134.7137155
0.001981101,134.7225353
0.001983529,134.7313552
0.001985956,134.7401751
0.001988384,134.748995
0.001990811,134.7578148
0.001993239,134.7666347
0.001995666,134.7754546
0.001998094,134.7842745
0.002000521,134.7930943
0.002002949,134.8019142
0.002005376,134.8107341
0.002007804,134.819554
0.002010231,134.8283738
0.002012659,134.8371937
0.002015086,134.8460136
0.002017514,134.8548335
0.002019941,134.8636533
0.002022369,134.8724732
0.002024796,134.8812931
0.002027224,134.890113
0.002029651,134.8989328
0.002032079,134.9077527
0.002034506,134.9165726
0.002036934,134.9253925
0.002039361,134.9342123
0.002041789,134.9430322
0.002044216,134.9518521
0.002046644,134.960672
0.002049071,134.9694918
0.002051499,134.9783117
0.002053926,134.9871316
0.002056354,134.9959515
0.002058781,135.0047713
0.002061209,135.0135912
0.002062666,135.0225505
0.002064122,135.0315098
0.002065579,135.0404692
0.002067036,135.0494285
0.002068493,135.0583878
0.002069949,135.0673471
0.002071406,135.0763064
0.002072863,135.0852658
0.00207432,135.0942251
0.002075776,135.1031844
0.002077233,135.1121437
0.00207869,135.121103
0.002080146,135.1300623
0.002081603,135.1390217
0.00208306,135.147981
0.002084517,135.1569403
0.002085973,135.1658996
0.00208743,135.1748589
0.002088887,135.1838183
0.002090343,135.1927776
0.0020918,135.2017369
0.002093257,135.2106962
0.002094714,135.2196555
0.00209617,135.2286149
0.002097627,135.2375742
0.002099084,135.2465335
0.002100541,135.2554928
0.002101997,135.2644521
0.002103454,135.2734115
0.002104911,135.2823708
0.002106367,135.2913301
0.002107824,135.3002894
0.002109281,135.3092487
0.002110738,135.3182081
0.002112194,135.3271674
0.002113651,135.3361267
0.002115108,135.345086
0.002116564,135.3540453
0.002118021,135.3630046
0.002119478,135.371964
0.002120935,135.3809233
0.002122391,135.3898826
0.002123848,135.3988419
0.002125305,135.4078012
0.002126762,135.4167606
0.002128218,135.4257199
0.002129675,135.4346792
0.002132103,135.4526676
0.002134531,135.4706559
0.002136959,135.4886443
0.002139387,135.5066326
0.002141815,135.524621
0.002144243,135.5426094
0.002146671,135.5605977
0.0021491,135.5785861
0.002151528,135.5965744
0.002153956,135.6145628
0.002156384,135.6325512
0.002158812,135.6505395
0.00216124,135.6685279
0.002163668,135.6865162
0.002166096,135.7045046
0.002168524,135.722493
0.002170952,135.7404813
0.00217338,135.7584697
0.002175808,135.776458
0.002178236,135.7944464
0.002180664,135.8124348
0.002183092,135.8304231
0.00218552,135.8484115
0.002187949,135.8663998
0.002190377,135.8843882
0.002192805,135.9023765
0.002195233,135.9203649
0.002197661,135.9383533
0.002200089,135.9563416
0.002202517,135.97433
0.002204945,135.9923183
0.002207373,136.0103067
0.002209801,136.0282951
0.002212229,136.0462834
0.002214657,136.0642718
0.002217085,136.0822601
0.002219513,136.1002485
0.002221941,136.1182369
0.002224369,136.1362252
0.002226798,136.1542136
0.002229226,136.1722019
0.002231654,136.1901903
0.002234082,136.2081787
0.00223651,136.226167
0.002238938,136.2441554
0.002241366,136.2621437
0.002243794,136.2801321
0.002246464,136.2889171
0.002249134,136.2977021
0.002251805,136.3064871
0.002254475,136.3152722
0.002257145,136.3240572
0.002259815,136.3328422
0.002262485,136.3416272
0.002265156,136.3504122
0.002267826,136.3591972
0.002270496,136.3679822
0.002273166,136.3767672
0.002275836,136.3855523
0.002278506,136.3943373
0.002281177,136.4031223
0.002283847,136.4119073
0.002286517,136.4206923
0.002289187,136.4294773
0.002291857,136.4382623
0.002294528,136.4470473
0.002297198,136.4558324
0.002299868,136.4646174
0.002302538,136.4734024
0.002305208,136.4821874
0.002307879,136.4909724
0.002310549,136.4997574
0.002313219,136.5085424
0.002315889,136.5173274
0.002318559,136.5261125
0.00232123,136.5348975
0.0023239,136.5436825
0.00232657,136.5524675
0.00232924,136.5612525
0.00233191,136.5700375
0.002334581,136.5788225
0.002337251,136.5876075
0.002339921,136.5963926
0.002342591,136.6051776
0.002345261,136.6139626
0.002347931,136.6227476
0.002350602,136.6315326
0.002353272,136.6403176
0.002355942,136.6491026
0.002358612,136.6578876
0.002361282,136.6666727
0.002363953,136.6754577
0.002366623,136.6842427
0.002369293,136.6930277
0.002371963,136.6926442
0.002374632,136.6922608
0.002377302,136.6918773
0.002379972,136.6914938
0.002382641,136.6911103
0.002385311,136.6907269
0.002387981,136.6903434
0.00239065,136.6899599
0.00239332,136.6895764
0.00239599,136.689193
0.002398659,136.6888095
0.002401329,136.688426
0.002403999,136.6880426
0.002406669,136.6876591
0.002409338,136.6872756
0.002412008,136.6868921
0.002414678,136.6865087
0.002417347,136.6861252
0.002420017,136.6857417
0.002422687,136.6853583
0.002425356,136.6849748
0.002428026,136.6845913
0.002430696,136.6842078
0.002433365,136.6838244
0.002436035,136.6834409
0.002438705,136.6830574
0.002441374,136.6826739
0.002444044,136.6822905
0.002446714,136.681907
0.002449383,136.6815235
0.002452053,136.6811401
0.002454723,136.6807566
0.002457392,136.6803731
0.002460062,136.6799896
0.002462732,136.6796062
0.002465402,136.6792227
0.002468071,136.6788392
0.002470741,136.6784558
0.002473411,136.6780723
0.00247608,136.6776888
0.00247875,136.6773053
0.00248142,136.6769219
0.002484089,136.6765384
0.002486759,136.6761549
0.002489429,136.6757714
0.002492098,136.675388
0.002494768,136.6750045
0.002497196,136.6929929
0.002499624,136.7109812
0.002502052,136.7289696
0.00250448,136.7469579
0.002506908,136.7649463
0.002509336,136.7829347
0.002511764,136.800923
0.002514192,136.8189114
0.00251662,136.8368997
0.002519048,136.8548881
0.002521476,136.8728765
0.002523905,136.8908648
0.002526333,136.9088532
0.002528761,136.9268415
0.002531189,136.9448299
0.002533617,136.9628183
0.002536045,136.9808066
0.002538473,136.998795
0.002540901,137.0167833
0.002543329,137.0347717
0.002545757,137.0527601
0.002548185,137.0707484
0.002550613,137.0887368
0.002553041,137.1067251
0.002555469,137.1247135
0.002557897,137.1427018
0.002560325,137.1606902
0.002562753,137.1786786
0.002565181,137.1966669
0.002567609,137.2146553
0.002570037,137.2326436
0.002572465,137.250632
0.002574893,137.2686204
0.002577321,137.2866087
0.002579749,137.3045971
0.002582178,137.3225854
0.002584606,137.3405738
0.002587034,137.3585622
0.002589462,137.3765505
0.00259189,137.3945389
0.002594318,137.4125272
0.002596746,137.4305156
0.002599174,137.448504
0.002601602,137.4664923
0.00260403,137.4844807
0.002606458,137.502469
0.002608886,137.5204574
0.002611071,137.5293121
0.002613256,137.5381669
0.00261544,137.5470216
0.002617625,137.5558763
0.00261981,137.5647311
0.002621995,137.5735858
0.00262418,137.5824406
0.002626364,137.5912953
0.002628549,137.60015
0.002630734,137.6090048
0.002632919,137.6178595
0.002635104,137.6267142
0.002637289,137.635569
0.002639473,137.6444237
0.002641658,137.6532784
0.002643843,137.6621332
0.002646028,137.6709879
0.002648213,137.6798427
0.002650397,137.6886974
0.002652582,137.6975521
0.002654767,137.7064069
0.002656952,137.7152616
0.002659137,137.7241163
0.002661321,137.7329711
0.002663506,137.7418258
0.002665691,137.7506805
0.002667876,137.7595353
0.002670061,137.76839
0.002672245,137.7772447
0.00267443,137.7860995
0.002676615,137.7949542
0.0026788,137.803809
0.002680985,137.8126637
0.002683169,137.8215184
0.002685354,137.8303732
0.002687539,137.8392279
0.002689724,137.8480826
0.002691909,137.8569374
0.002694094,137.8657921
0.002696278,137.8746468
0.002698463,137.8835016
0.002700648,137.8923563
0.002702833,137.9012111
0.002705018,137.9100658
0.002707202,137.9189205
0.002709387,137.9277753
0.002711572,137.93663
0.002714,137.9454499
0.002716427,137.9542697
0.002718855,137.9630896
0.002721282,137.9719095
0.00272371,137.9807294
0.002726137,137.9895492
0.002728565,137.9983691
0.002730992,138.007189
0.00273342,138.0160089
0.002735847,138.0248287
0.002738275,138.0336486
0.002740702,138.0424685
0.00274313,138.0512884
0.002745557,138.0601082
