Strain,Stress (MPa)
0.002747985,138.0689281
0.002750412,138.077748
0.00275284,138.0865679
0.002755267,138.0953877
0.002757695,138.1042076
0.002760122,138.1130275
0.00276255,138.1218474
0.002764977,138.1306672
0.002767405,138.1394871
0.002769832,138.148307
0.00277226,138.1571269
0.002774687,138.1659467
0.002777115,138.1747666
0.002779542,138.1835865
0.00278197,138.1924064
0.002784397,138.2012262
0.002786825,138.2100461
0.002789252,138.218866
0.00279168,138.2276859
0.002794107,138.2365057
0.002796535,138.2453256
0.002798962,138.2541455
0.00280139,138.2629654
0.002803817,138.2717852
0.002806245,138.2806051
0.002808672,138.289425
0.0028111,138.2982449
0.002813527,138.3070647
0.002815955,138.3158846
0.002818382,138.3247045
0.00282081,138.3335244
0.002823237,138.3423442
0.002825665,138.3511641
0.00282785,138.3691873
0.002830036,138.3872105
0.002832221,138.4052338
0.002834406,138.423257
0.002836592,138.4412802
0.002838777,138.4593034
0.002840963,138.4773266
0.002843148,138.4953499
0.002845333,138.5133731
0.002847519,138.5313963
0.002849704,138.5494195
0.002851889,138.5674428
0.002854075,138.585466
0.00285626,138.6034892
0.002858445,138.6215124
0.002860631,138.6395356
0.002862816,138.6575589
0.002865002,138.6755821
0.002867187,138.6936053
0.002869372,138.7116285
0.002871558,138.7296517
0.002873743,138.747675
0.002875928,138.7656982
0.002878114,138.7837214
0.002880299,138.8017446
0.002882484,138.8197679
0.00288467,138.8377911
0.002886855,138.8558143
0.00288904,138.8738375
0.002891226,138.8918607
0.002893411,138.909884
0.002895597,138.9279072
0.002897782,138.9459304
0.002899967,138.9639536
0.002902153,138.9819768
0.002904338,139.0000001
0.002906523,139.0180233
0.002908709,139.0360465
0.002910894,139.0540697
0.002913079,139.072093
0.002915265,139.0901162
0.00291745,139.1081394
0.002919636,139.1261626
0.002921821,139.1441858
0.002924006,139.1622091
0.002926192,139.1802323
0.002928377,139.1982555
0.002931047,139.197872
0.002933716,139.1974886
0.002936386,139.1971051
0.002939056,139.1967216
0.002941725,139.1963381
0.002944395,139.1959547
0.002947065,139.1955712
0.002949734,139.1951877
0.002952404,139.1948042
0.002955074,139.1944208
0.002957743,139.1940373
0.002960413,139.1936538
0.002963083,139.1932704
0.002965752,139.1928869
0.002968422,139.1925034
0.002971092,139.1921199
0.002973761,139.1917365
0.002976431,139.191353
0.002979101,139.1909695
0.00298177,139.1905861
0.00298444,139.1902026
0.00298711,139.1898191
0.002989779,139.1894356
0.002992449,139.1890522
0.002995118,139.1886687
0.002997788,139.1882852
0.003000458,139.1879017
0.003003127,139.1875183
0.003005797,139.1871348
0.003008467,139.1867513
0.003011136,139.1863679
0.003013806,139.1859844
0.003016476,139.1856009
0.003019145,139.1852174
0.003021815,139.184834
0.003024485,139.1844505
0.003027154,139.184067
0.003029824,139.1836836
0.003032494,139.1833001
0.003035163,139.1829166
0.003037833,139.1825331
0.003040503,139.1821497
0.003043172,139.1817662
0.003045842,139.1813827
0.003048512,139.1809992
0.003051181,139.1806158
0.003053851,139.1802323
0.003056764,139.1889825
0.003059677,139.1977326
0.00306259,139.2064828
0.003065503,139.2152329
0.003068415,139.2239831
0.003071328,139.2327332
0.003074241,139.2414834
0.003077154,139.2502335
0.003080067,139.2589837
0.00308298,139.2677338
0.003085893,139.276484
0.003088806,139.2852341
0.003091719,139.2939843
0.003094632,139.3027344
0.003097544,139.3114846
0.003100457,139.3202347
0.00310337,139.3289849
0.003106283,139.337735
0.003109196,139.3464852
0.003112109,139.3552353
0.003115022,139.3639855
0.003117935,139.3727356
0.003120848,139.3814858
0.00312376,139.3902359
0.003126673,139.3989861
0.003129586,139.4077362
0.003132499,139.4164864
0.003135412,139.4252365
0.003138325,139.4339867
0.003141238,139.4427368
0.003144151,139.451487
0.003147064,139.4602371
0.003149976,139.4689873
0.003152889,139.4777374
0.003155802,139.4864876
0.003158715,139.4952377
0.003161628,139.5039879
0.003164541,139.512738
0.003167454,139.5214882
0.003170367,139.5302383
0.00317328,139.5389885
0.003176193,139.5477386
0.003179105,139.5564888
0.003182018,139.5652389
0.003184931,139.5739891
0.003187844,139.5827392
0.003190757,139.5914894
0.003193427,139.6002744
0.003196097,139.6090594
0.003198768,139.6178444
0.003201438,139.6266295
0.003204108,139.6354145
0.003206778,139.6441995
0.003209448,139.6529845
0.003212119,139.6617695
0.003214789,139.6705545
0.003217459,139.6793395
0.003220129,139.6881246
0.0032228,139.6969096
0.00322547,139.7056946
0.00322814,139.7144796
0.00323081,139.7232646
0.00323348,139.7320496
0.003236151,139.7408347
0.003238821,139.7496197
0.003241491,139.7584047
0.003244161,139.7671897
0.003246831,139.7759747
0.003249502,139.7847597
0.003252172,139.7935447
0.003254842,139.8023298
0.003257512,139.8111148
0.003260183,139.8198998
0.003262853,139.8286848
0.003265523,139.8374698
0.003268193,139.8462548
0.003270863,139.8550398
0.003273534,139.8638249
0.003276204,139.8726099
0.003278874,139.8813949
0.003281544,139.8901799
0.003284214,139.8989649
0.003286885,139.9077499
0.003289555,139.916535
0.003292225,139.92532
0.003294895,139.934105
0.003297566,139.94289
0.003300236,139.951675
0.003302906,139.96046
0.003305576,139.969245
0.003308246,139.9780301
0.003310917,139.9868151
0.003313587,139.9956001
0.003316257,140.0043851
0.00331917,140.0223037
0.003322084,140.0402224
0.003324997,140.058141
0.003327911,140.0760596
0.003330824,140.0939783
0.003333738,140.1118969
0.003336651,140.1298156
0.003339565,140.1477342
0.003342478,140.1656528
0.003345391,140.1835715
0.003348305,140.2014901
0.003351218,140.2194087
0.003354132,140.2373274
0.003357045,140.255246
0.003359959,140.2731646
0.003362872,140.2910833
0.003365786,140.3090019
0.003368699,140.3269206
0.003371612,140.3448392
0.003374526,140.3627578
0.003377439,140.3806765
0.003380353,140.3985951
0.003383266,140.4165137
0.00338618,140.4344324
0.003389093,140.452351
0.003392007,140.4702696
0.00339492,140.4881883
0.003397834,140.5061069
0.003400747,140.5240255
0.00340366,140.5419442
0.003406574,140.5598628
0.003409487,140.5777815
0.003412401,140.5957001
0.003415314,140.6136187
0.003418228,140.6315374
0.003421141,140.649456
0.003424055,140.6673746
0.003426968,140.6852933
0.003429881,140.7032119
0.003432795,140.7211305
0.003435708,140.7390492
0.003438622,140.7569678
0.003441535,140.7748865
0.003444449,140.7928051
0.003447362,140.8107237
0.003450276,140.8286424
0.003453189,140.846561
0.003455859,140.8461775
0.003458528,140.8457941
0.003461198,140.8454106
0.003463868,140.8450271
0.003466537,140.8446436
0.003469207,140.8442602
0.003471877,140.8438767
0.003474546,140.8434932
0.003477216,140.8431097
0.003479886,140.8427263
0.003482555,140.8423428
0.003485225,140.8419593
0.003487895,140.8415759
0.003490564,140.8411924
0.003493234,140.8408089
0.003495904,140.8404254
0.003498573,140.840042
0.003501243,140.8396585
0.003503913,140.839275
0.003506582,140.8388916
0.003509252,140.8385081
0.003511922,140.8381246
0.003514591,140.8377411
0.003517261,140.8373577
0.00351993,140.8369742
0.0035226,140.8365907
0.00352527,140.8362072
0.003527939,140.8358238
0.003530609,140.8354403
0.003533279,140.8350568
0.003535948,140.8346734
0.003538618,140.8342899
0.003541288,140.8339064
0.003543957,140.8335229
0.003546627,140.8331395
0.003549297,140.832756
0.003551966,140.8323725
0.003554636,140.8319891
0.003557306,140.8316056
0.003559975,140.8312221
0.003562645,140.8308386
0.003565315,140.8304552
0.003567984,140.8300717
0.003570654,140.8296882
0.003573324,140.8293047
0.003575993,140.8289213
0.003578663,140.8285378
0.003581091,140.8465262
0.003583519,140.8645145
0.003585947,140.8825029
0.003588375,140.9004912
0.003590803,140.9184796
0.003593231,140.936468
0.003595659,140.9544563
0.003598088,140.9724447
0.003600516,140.9904331
0.003602944,141.0084214
0.003605372,141.0264098
0.0036078,141.0443981
0.003610228,141.0623865
0.003612656,141.0803749
0.003615084,141.0983632
0.003617512,141.1163516
0.00361994,141.1343399
0.003622368,141.1523283
0.003624796,141.1703167
0.003627224,141.188305
0.003629652,141.2062934
0.00363208,141.2242818
0.003634508,141.2422701
0.003636937,141.2602585
0.003639365,141.2782468
0.003641793,141.2962352
0.003644221,141.3142236
0.003646649,141.3322119
0.003649077,141.3502003
0.003651505,141.3681887
0.003653933,141.386177
0.003656361,141.4041654
0.003658789,141.4221537
0.003661217,141.4401421
0.003663645,141.4581305
0.003666073,141.4761188
0.003668501,141.4941072
0.003670929,141.5120955
0.003673357,141.5300839
0.003675786,141.5480723
0.003678214,141.5660606
0.003680642,141.584049
0.00368307,141.6020374
0.003685498,141.6200257
0.003687926,141.6380141
0.003690354,141.6560024
0.003692782,141.6739908
0.00369521,141.6828107
0.003697637,141.6916305
0.003700065,141.7004504
0.003702492,141.7092703
0.00370492,141.7180902
0.003707347,141.72691
0.003709775,141.7357299
0.003712202,141.7445498
0.00371463,141.7533697
0.003717057,141.7621895
0.003719485,141.7710094
0.003721912,141.7798293
0.00372434,141.7886492
0.003726767,141.797469
0.003729195,141.8062889
0.003731622,141.8151088
0.00373405,141.8239287
0.003736477,141.8327485
0.003738905,141.8415684
0.003741332,141.8503883
0.00374376,141.8592082
0.003746187,141.868028
0.003748615,141.8768479
0.003751042,141.8856678
0.00375347,141.8944877
0.003755897,141.9033075
0.003758325,141.9121274
0.003760752,141.9209473
0.00376318,141.9297672
0.003765607,141.938587
0.003768035,141.9474069
0.003770462,141.9562268
0.00377289,141.9650467
0.003775317,141.9738665
0.003777745,141.9826864
0.003780172,141.9915063
0.0037826,142.0003262
0.003785027,142.009146
0.003787455,142.0179659
0.003789882,142.0267858
0.00379231,142.0356057
0.003794737,142.0444255
0.003797165,142.0532454
0.003799592,142.0620653
0.00380202,142.0708852
0.003804447,142.079705
0.003806875,142.0885249
0.003809788,142.0972751
0.003812701,142.1060252
0.003815614,142.1147754
0.003818527,142.1235255
0.003821439,142.1322757
0.003824352,142.1410258
0.003827265,142.149776
0.003830178,142.1585261
0.003833091,142.1672763
0.003836004,142.1760264
0.003838917,142.1847766
0.00384183,142.1935267
0.003844743,142.2022769
0.003847656,142.211027
0.003850568,142.2197772
0.003853481,142.2285273
0.003856394,142.2372775
0.003859307,142.2460276
0.00386222,142.2547778
0.003865133,142.2635279
0.003868046,142.2722781
0.003870959,142.2810282
0.003873872,142.2897784
0.003876784,142.2985285
0.003879697,142.3072787
0.00388261,142.3160288
0.003885523,142.324779
0.003888436,142.3335291
0.003891349,142.3422793
0.003894262,142.3510294
0.003897175,142.3597796
0.003900088,142.3685297
0.003903,142.3772799
0.003905913,142.38603
0.003908826,142.3947802
0.003911739,142.4035303
0.003914652,142.4122805
0.003917565,142.4210306
0.003920478,142.4297808
0.003923391,142.4385309
0.003926304,142.4472811
0.003929217,142.4560312
0.003932129,142.4647814
0.003935042,142.4735315
0.003937955,142.4822817
0.003940868,142.4910318
0.003943781,142.499782
0.003946209,142.5177704
0.003948637,142.5357587
0.003951065,142.5537471
0.003953493,142.5717354
0.003955921,142.5897238
0.003958349,142.6077122
0.003960777,142.6257005
0.003963205,142.6436889
0.003965633,142.6616772
0.003968061,142.6796656
0.003970489,142.697654
0.003972918,142.7156423
0.003975346,142.7336307
0.003977774,142.751619
0.003980202,142.7696074
0.00398263,142.7875958
0.003985058,142.8055841
0.003987486,142.8235725
0.003989914,142.8415608
0.003992342,142.8595492
0.00399477,142.8775376
0.003997198,142.8955259
0.003999626,142.9135143
0.004002054,142.9315026
0.004004482,142.949491
0.00400691,142.9674793
0.004009338,142.9854677
0.004011766,143.0034561
0.004014194,143.0214444
0.004016622,143.0394328
0.00401905,143.0574211
0.004021478,143.0754095
0.004023906,143.0933979
0.004026334,143.1113862
0.004028762,143.1293746
0.004031191,143.1473629
0.004033619,143.1653513
0.004036047,143.1833397
0.004038475,143.201328
0.004040903,143.2193164
0.004043331,143.2373047
0.004045759,143.2552931
0.004048187,143.2732815
0.004050615,143.2912698
0.004053043,143.3092582
0.004055471,143.3272465
0.004057899,143.3452349
0.004061055,143.3539502
0.00406421,143.3626655
0.004067366,143.3713808
0.004070521,143.3800961
0.004073677,143.3888114
0.004076833,143.3975266
0.004079988,143.4062419
0.004083144,143.4149572
0.0040863,143.4236725
0.004089455,143.4323878
0.004092611,143.4411031
0.004095766,143.4498184
0.004098922,143.4585337
0.004102078,143.467249
0.004105233,143.4759643
0.004108389,143.4846796
0.004111544,143.4933949
0.0041147,143.5021101
0.004117856,143.5108254
0.004121011,143.5195407
0.004124167,143.528256
0.004127323,143.5369713
0.004130478,143.5456866
0.004133634,143.5544019
0.004136789,143.5631172
0.004139945,143.5718325
0.004143101,143.5805478
0.004146256,143.5892631
0.004149412,143.5979784
0.004152568,143.6066936
0.004155723,143.6154089
0.004158879,143.6241242
0.004162034,143.6328395
0.00416519,143.6415548
0.004168346,143.6502701
0.004171501,143.6589854
0.004174657,143.6677007
0.004177812,143.676416
0.004180968,143.6851313
0.004184124,143.6938466
0.004187279,143.7025619
0.004190435,143.7112771
0.004193591,143.7199924
0.004196746,143.7287077
0.004199902,143.737423
0.004203057,143.7461383
0.004206213,143.7548536
0.004208883,143.7636386
0.004211553,143.7724236
0.004214224,143.7812086
0.004216894,143.7899937
0.004219564,143.7987787
0.004222234,143.8075637
0.004224904,143.8163487
0.004227575,143.8251337
0.004230245,143.8339187
0.004232915,143.8427037
0.004235585,143.8514887
0.004238255,143.8602738
0.004240925,143.8690588
0.004243596,143.8778438
0.004246266,143.8866288
0.004248936,143.8954138
0.004251606,143.9041988
0.004254276,143.9129838
0.004256947,143.9217688
0.004259617,143.9305539
0.004262287,143.9393389
0.004264957,143.9481239
0.004267627,143.9569089
0.004270298,143.9656939
0.004272968,143.9744789
0.004275638,143.9832639
0.004278308,143.9920489
0.004280978,144.000834
0.004283649,144.009619
0.004286319,144.018404
0.004288989,144.027189
0.004291659,144.035974
0.004294329,144.044759
0.004297,144.053544
0.00429967,144.062329
0.00430234,144.0711141
0.00430501,144.0798991
0.00430768,144.0886841
0.00431035,144.0974691
0.004313021,144.1062541
0.004315691,144.1150391
0.004318361,144.1238241
0.004321031,144.1326091
0.004323701,144.1413942
0.004326372,144.1501792
0.004329042,144.1589642
0.004331712,144.1677492
0.004334625,144.1764994
0.004337538,144.1852495
0.004340451,144.1939997
0.004343364,144.2027498
0.004346277,144.2115
0.004349189,144.2202501
0.004352102,144.2290003
0.004355015,144.2377504
0.004357928,144.2465006
0.004360841,144.2552507
0.004363754,144.2640009
0.004366667,144.272751
0.00436958,144.2815012
0.004372493,144.2902513
0.004375406,144.2990015
0.004378319,144.3077517
0.004381232,144.3165018
0.004384144,144.325252
0.004387057,144.3340021
0.00438997,144.3427523
0.004392883,144.3515024
0.004395796,144.3602526
0.004398709,144.3690027
0.004401622,144.3777529
0.004404535,144.386503
0.004407448,144.3952532
0.004410361,144.4040033
0.004413274,144.4127535
0.004416187,144.4215036
0.004419099,144.4302538
0.004422012,144.4390039
0.004424925,144.4477541
0.004427838,144.4565043
0.004430751,144.4652544
0.004433664,144.4740046
0.004436577,144.4827547
0.00443949,144.4915049
0.004442403,144.500255
0.004445316,144.5090052
0.004448229,144.5177553
0.004451142,144.5265055
0.004454054,144.5352556
0.004456967,144.5440058
0.00445988,144.5527559
0.004462793,144.5615061
0.004465706,144.5702562
0.004468619,144.5790064
0.004471775,144.5877217
0.00447493,144.596437
0.004478086,144.6051523
0.004481241,144.6138676
0.004484397,144.6225829
0.004487553,144.6312981
0.004490708,144.6400134
0.004493864,144.6487287
0.004497019,144.657444
0.004500175,144.6661593
0.004503331,144.6748746
0.004506486,144.6835899
0.004509642,144.6923052
0.004512797,144.7010205
0.004515953,144.7097358
0.004519109,144.7184511
0.004522264,144.7271664
0.00452542,144.7358816
0.004528575,144.7445969
0.004531731,144.7533122
0.004534887,144.7620275
0.004538042,144.7707428
0.004541198,144.7794581
0.004544353,144.7881734
0.004547509,144.7968887
0.004550664,144.805604
0.00455382,144.8143193
0.004556976,144.8230346
0.004560131,144.8317499
0.004563287,144.8404651
0.004566442,144.8491804
0.004569598,144.8578957
0.004572754,144.866611
0.004575909,144.8753263
0.004579065,144.8840416
0.00458222,144.8927569
0.004585376,144.9014722
0.004588532,144.9101875
0.004591687,144.9189028
0.004594843,144.9276181
0.004597998,144.9363334
0.004601154,144.9450486
0.00460431,144.9537639
0.004607465,144.9624792
0.004610621,144.9711945
0.004613776,144.9799098
0.004616932,144.9886251
0.00461936,144.997445
0.004621787,145.0062648
0.004624215,145.0150847
0.004626642,145.0239046
0.00462907,145.0327245
0.004631497,145.0415443
0.004633925,145.0503642
0.004636352,145.0591841
0.00463878,145.068004
0.004641207,145.0768238
0.004643635,145.0856437
0.004646062,145.0944636
0.00464849,145.1032835
0.004650917,145.1121033
0.004653345,145.1209232
0.004655772,145.1297431
0.0046582,145.138563
0.004660627,145.1473828
0.004663055,145.1562027
0.004665482,145.1650226
0.00466791,145.1738425
0.004670337,145.1826623
0.004672765,145.1914822
0.004675192,145.2003021
0.00467762,145.209122
0.004680047,145.2179418
0.004682475,145.2267617
0.004684902,145.2355816
0.00468733,145.2444015
0.004689757,145.2532213
0.004692185,145.2620412
0.004694612,145.2708611
0.00469704,145.279681
0.004699467,145.2885008
0.004701895,145.2973207
0.004704322,145.3061406
0.00470675,145.3149605
0.004709177,145.3237803
0.004711605,145.3326002
0.004714032,145.3414201
0.00471646,145.35024
0.004718887,145.3590598
0.004721315,145.3678797
0.004723742,145.3766996
0.00472617,145.3855195
0.004728597,145.3943393
0.004731025,145.4031592
0.004734181,145.421043
0.004737337,145.4389268
0.004740493,145.4568105
0.00474365,145.4746943
0.004746806,145.4925781
0.004749962,145.5104619
0.004753118,145.5283456
0.004756274,145.5462294
0.00475943,145.5641132
0.004762586,145.581997
0.004765742,145.5998807
0.004768899,145.6177645
0.004772055,145.6356483
0.004775211,145.6535321
0.004778367,145.6714158
0.004781523,145.6892996
0.004784679,145.7071834
0.004787835,145.7250672
0.004790991,145.742951
0.004794148,145.7608347
0.004797304,145.7787185
0.00480046,145.7966023
0.004803616,145.8144861
0.004806772,145.8323698
0.004809928,145.8502536
0.004813084,145.8681374
0.00481624,145.8860212
0.004819397,145.9039049
0.004822553,145.9217887
0.004825709,145.9396725
0.004828865,145.9575563
0.004832021,145.9754401
0.004835177,145.9933238
0.004838333,146.0112076
0.004841489,146.0290914
0.004844646,146.0469752
0.004847802,146.0648589
0.004850958,146.0827427
0.004854114,146.1006265
0.00485727,146.1185103
0.004860426,146.136394
0.004863582,146.1542778
0.004866738,146.1721616
0.004869895,146.1900454
0.004873051,146.2079291
0.004876207,146.2258129
0.004879363,146.2436967
0.004882033,146.2524817
0.004884703,146.2612667
0.004887374,146.2700517
0.004890044,146.2788368
0.004892714,146.2876218
0.004895384,146.2964068
0.004898054,146.3051918
0.004900725,146.3139768
0.004903395,146.3227618
0.004906065,146.3315468
0.004908735,146.3403318
0.004911406,146.3491169
0.004914076,146.3579019
0.004916746,146.3666869
0.004919416,146.3754719
0.004922086,146.3842569
0.004924757,146.3930419
0.004927427,146.4018269
0.004930097,146.4106119
0.004932767,146.419397
0.004935437,146.428182
0.004938108,146.436967
0.004940778,146.445752
0.004943448,146.454537
0.004946118,146.463322
0.004948789,146.472107
0.004951459,146.480892
0.004954129,146.4896771
0.004956799,146.4984621
0.004959469,146.5072471
0.00496214,146.5160321
0.00496481,146.5248171
0.00496748,146.5336021
0.00497015,146.5423871
0.00497282,146.5511721
0.004975491,146.5599572
0.004978161,146.5687422
0.004980831,146.5775272
0.004983501,146.5863122
0.004986172,146.5950972
0.004988842,146.6038822
0.004991512,146.6126672
0.004994182,146.6214522
0.004996852,146.6302373
0.004999523,146.6390223
0.005002193,146.6478073
0.005004863,146.6565923
0.005007534,146.6745458
0.005010204,146.6924993
0.005012875,146.7104528
0.005015546,146.7284063
0.005018217,146.7463598
0.005020887,146.7643133
0.005023558,146.7822668
0.005026229,146.8002203
0.0050289,146.8181738
0.00503157,146.8361273
0.005034241,146.8540808
0.005036912,146.8720343
0.005039583,146.8899878
0.005042253,146.9079413
0.005044924,146.9258948
0.005047595,146.9438483
0.005050266,146.9618018
0.005052936,146.9797553
0.005055607,146.9977088
0.005058278,147.0156623
0.005060949,147.0336158
0.005063619,147.0515693
0.00506629,147.0695228
0.005068961,147.0874763
0.005071632,147.1054298
0.005074302,147.1233833
0.005076973,147.1413368
0.005079644,147.1592903
0.005082315,147.1772438
0.005084985,147.1951973
0.005087656,147.2131508
0.005090327,147.2311043
0.005092998,147.2490578
0.005095668,147.2670113
0.005098339,147.2849648
0.00510101,147.3029183
0.005103681,147.3208718
0.005106351,147.3388253
0.005109022,147.3567788
0.005111693,147.3747323
0.005114364,147.3926858
0.005117034,147.4106393
0.005119705,147.4285928
0.005122376,147.4465463
0.005125047,147.4644998
0.005127717,147.4824533
0.005130388,147.5004068
0.005133058,147.5091918
0.005135728,147.5179768
0.005138399,147.5267618
0.005141069,147.5355469
0.005143739,147.5443319
0.005146409,147.5531169
0.005149079,147.5619019
0.00515175,147.5706869
0.00515442,147.5794719
0.00515709,147.5882569
0.00515976,147.5970419
0.005162431,147.605827
0.005165101,147.614612
0.005167771,147.623397
0.005170441,147.632182
0.005173111,147.640967
0.005175782,147.649752
0.005178452,147.658537
0.005181122,147.667322
0.005183792,147.6761071
0.005186462,147.6848921
0.005189133,147.6936771
0.005191803,147.7024621
0.005194473,147.7112471
0.005197143,147.7200321
0.005199814,147.7288171
0.005202484,147.7376021
0.005205154,147.7463872
0.005207824,147.7551722
0.005210494,147.7639572
0.005213165,147.7727422
0.005215835,147.7815272
0.005218505,147.7903122
0.005221175,147.7990972
0.005223845,147.8078822
0.005226516,147.8166673
0.005229186,147.8254523
0.005231856,147.8342373
0.005234526,147.8430223
0.005237197,147.8518073
0.005239867,147.8605923
0.005242537,147.8693773
0.005245207,147.8781623
0.005247877,147.8869474
0.005250548,147.8957324
0.005253218,147.9045174
0.005255888,147.9133024
0.005258316,147.9221223
0.005260743,147.9309421
0.005263171,147.939762
0.005265598,147.9485819
0.005268026,147.9574018
0.005270453,147.9662216
0.005272881,147.9750415
0.005275308,147.9838614
0.005277736,147.9926813
0.005280163,148.0015011
0.005282591,148.010321
0.005285018,148.0191409
0.005287446,148.0279608
0.005289873,148.0367806
0.005292301,148.0456005
0.005294728,148.0544204
0.005297156,148.0632403
0.005299583,148.0720601
0.005302011,148.08088
0.005304438,148.0896999
0.005306866,148.0985198
0.005309293,148.1073396
0.005311721,148.1161595
0.005314148,148.1249794
0.005316576,148.1337993
0.005319003,148.1426191
0.005321431,148.151439
0.005323858,148.1602589
0.005326286,148.1690788
0.005328713,148.1778986
0.005331141,148.1867185
0.005333568,148.1955384
0.005335996,148.2043583
0.005338423,148.2131781
0.005340851,148.221998
0.005343278,148.2308179
0.005345706,148.2396378
0.005348133,148.2484576
0.005350561,148.2572775
0.005352988,148.2660974
0.005355416,148.2749173
0.005357843,148.2837371
0.005360271,148.292557
0.005362698,148.3013769
0.005365126,148.3101968
0.005367553,148.3190166
0.005369981,148.3278365
0.005372651,148.3366215
0.005375321,148.3454065
0.005377992,148.3541915
0.005380662,148.3629766
0.005383332,148.3717616
0.005386002,148.3805466
0.005388672,148.3893316
0.005391343,148.3981166
0.005394013,148.4069016
0.005396683,148.4156866
0.005399353,148.4244716
0.005402024,148.4332567
0.005404694,148.4420417
0.005407364,148.4508267
0.005410034,148.4596117
0.005412704,148.4683967
0.005415375,148.4771817
0.005418045,148.4859667
0.005420715,148.4947517
0.005423385,148.5035368
0.005426055,148.5123218
0.005428726,148.5211068
0.005431396,148.5298918
0.005434066,148.5386768
0.005436736,148.5474618
0.005439407,148.5562468
0.005442077,148.5650318
0.005444747,148.5738169
0.005447417,148.5826019
0.005450087,148.5913869
0.005452758,148.6001719
0.005455428,148.6089569
0.005458098,148.6177419
0.005460768,148.6265269
0.005463438,148.6353119
0.005466109,148.644097
0.005468779,148.652882
0.005471449,148.661667
0.005474119,148.670452
0.00547679,148.679237
0.00547946,148.688022
0.00548213,148.696807
0.0054848,148.705592
0.00548747,148.7143771
0.005490141,148.7231621
0.005492811,148.7319471
0.005495481,148.7407321
0.005498151,148.7495171
0.005500821,148.7583021
0.005503492,148.7670871
0.005506162,148.7758722
0.005508832,148.7846572
0.005511502,148.7934422
0.005514172,148.8022272
0.005516843,148.8110122
0.005519513,148.8197972
0.005522183,148.8285822
0.005524853,148.8373672
0.005527523,148.8461523
0.005530193,148.8549373
0.005532864,148.8637223
0.005535534,148.8725073
0.005538204,148.8812923
0.005540874,148.8900773
0.005543544,148.8988623
0.005546215,148.9076473
0.005548885,148.9164324
0.005551555,148.9252174
0.005554225,148.9340024
0.005556895,148.9427874
0.005559566,148.9515724
0.005562236,148.9603574
0.005564906,148.9691424
0.005567576,148.9779274
0.005570246,148.9867125
0.005572917,148.9954975
0.005575587,149.0042825
0.005578257,149.0130675
0.005580927,149.0218525
0.005583597,149.0306375
0.005586268,149.0394225
0.005588938,149.0482075
0.005591608,149.0569926
0.005594278,149.0657776
0.005596948,149.0745626
0.005599618,149.0833476
0.005602289,149.0921326
0.005604959,149.1009176
0.005607629,149.1097026
0.005610299,149.1184876
0.005612969,149.1272727
0.00561564,149.1360577
0.00561831,149.1448427
0.00562098,149.1536277
0.005622922,149.1625173
0.005624864,149.1714069
0.005626806,149.1802965
0.005628749,149.1891861
0.005630691,149.1980757
0.005632633,149.2069653
0.005634575,149.2158549
0.005636517,149.2247445
0.005638459,149.2336341
0.005640401,149.2425237
0.005642343,149.2514133
0.005644286,149.2603029
0.005646228,149.2691925
0.00564817,149.2780821
0.005650112,149.2869717
0.005652054,149.2958613
0.005653996,149.3047509
0.005655938,149.3136405
0.00565788,149.3225301
0.005659823,149.3314197
0.005661765,149.3403093
0.005663707,149.3491989
0.005665649,149.3580885
0.005667591,149.366978
0.005669533,149.3758676
0.005671475,149.3847572
0.005673417,149.3936468
0.00567536,149.4025364
0.005677302,149.411426
0.005679244,149.4203156
0.005681186,149.4292052
0.005683128,149.4380948
0.00568507,149.4469844
0.005687012,149.455874
0.005688954,149.4647636
0.005690897,149.4736532
0.005692839,149.4825428
0.005694781,149.4914324
0.005696723,149.500322
0.005698665,149.5092116
0.005700607,149.5181012
0.005702549,149.5269908
0.005704491,149.5358804
0.005706434,149.54477
0.005708376,149.5536596
0.005710318,149.5625492
0.00571226,149.5714388
0.00571493,149.5802238
0.0057176,149.5890088
0.005720271,149.5977938
0.005722941,149.6065789
0.005725611,149.6153639
0.005728281,149.6241489
0.005730951,149.6329339
0.005733622,149.6417189
0.005736292,149.6505039
0.005738962,149.6592889
0.005741632,149.6680739
0.005744302,149.676859
0.005746972,149.685644
0.005749643,149.694429
0.005752313,149.703214
0.005754983,149.711999
0.005757653,149.720784
0.005760323,149.729569
0.005762994,149.738354
0.005765664,149.7471391
0.005768334,149.7559241
0.005771004,149.7647091
0.005773674,149.7734941
0.005776345,149.7822791
0.005779015,149.7910641
0.005781685,149.7998491
0.005784355,149.8086341
0.005787025,149.8174192
0.005789696,149.8262042
0.005792366,149.8349892
0.005795036,149.8437742
0.005797706,149.8525592
0.005800376,149.8613442
0.005803047,149.8701292
0.005805717,149.8789142
0.005808387,149.8876993
0.005811057,149.8964843
0.005813727,149.9052693
0.005816397,149.9140543
0.005819068,149.9228393
0.005821738,149.9316243
0.005824408,149.9404093
0.005827078,149.9491943
0.005829748,149.9579794
0.005832419,149.9667644
0.005835089,149.9755494
0.005837759,149.9843344
0.005840187,149.9931543
0.005842614,150.0019741
0.005845042,150.010794
0.005847469,150.0196139
0.005849897,150.0284338
0.005852324,150.0372536
0.005854752,150.0460735
0.005857179,150.0548934
0.005859607,150.0637133
0.005862034,150.0725331
0.005864462,150.081353
0.005866889,150.0901729
0.005869317,150.0989928
0.005871744,150.1078126
0.005874172,150.1166325
